,id,name,state,city,zip code,review count,rating,address,categories,latitude,longitude
0,tEdfY_jLKGmZD2imJai5CA,Fuji Sushi & Sake Bar,SD,Rapid City,57701,95.0,4.5,2200 N Maple Ave,japanese sushi chinese,44.106615,-103.213579
1,syhntDP4XpIuIp_gSTlCow,Alternative Fuel Coffee House,SD,Rapid City,57701,66.0,3.5,512 Main St,coffee breakfast_brunch juicebars,44.081243,-103.225867
0,g1ajH8Z_7vttGR4w8gA7pw,Tea and Crepe,ND,Fargo,58102,18.0,4.5,72 Broadway N,icecream creperies,46.876738,-96.7879505
1,WTRHlFLJir3bFS5ZTX4kzg,Kones Kreamery,ND,Fargo,58103,21.0,4.5,1650 45th St S,bubbletea juicebars icecream,46.855343,-96.860471
2,eNod1VkqEl1Dl5diisZSNA,Teaberry,ND,Fargo,58102,40.0,4.0,119 Broadway N,coffee juicebars,46.8777214,-96.787493
0,e1-Vffz-aWuG8pedlqktzA,Shaved Ice,ND,Jamestown,58401,1.0,1.0,10TH St SE,shavedice,46.8987864978198,-98.7030624970794
0,kvb1AuxE26A4heTnPb8G0g,Babb's Coffee House,ND,Jamestown,58401,50.0,4.0,100 1st Ave S,newamerican coffee sandwiches,46.9085545669178,-98.7086342701291
0,UmqyS1h9KWjW7n-qpKtPoQ,Tea & Crepe Cafe,ND,Grand Forks,58201,24.0,4.5,307 Demers Ave,icecream bubbletea creperies,47.9248440192685,-97.0308160623104
0,cpO3_QpFJvTs-9QqgXs-Bw,North Dakota Coffee Connection,ND,Devils Lake,58301,3.0,3.5,102 10th St NW,cafes coffee,48.1175799,-98.86548
1,oiEj3nfUaC7jwPlvJEDd4Q,Hank's Ice Cream Shop,ND,Langdon,58249,1.0,5.0,711 3rd St,icecream desserts bubbletea,48.759642,-98.368062
0,W1CKrYQ5ArYbH-w0DDiiMw,Steep Me A Cup of Tea,ND,Bismarck,58504,18.0,4.0,311 S 3rd St,coffee,46.8027,-100.78744
1,jlCRLaZ4ZiDAplgQAd04Yw,Nara Ramen,ND,Bismarck,58501,8.0,4.0,309 N 3rd St,ramen bubbletea sushi,46.8079768,-100.7872073
2,IxYaW-gFk72LFu2FPZB_mg,Mama Bear Café,ND,Bismarck,58504,1.0,5.0,706 Kirkwood Mall,bubbletea coffee cafes,46.7979794590426,-100.78599459999998
0,isEsxEfOAqYnrKCwzrFxXg,Re-Treat,MT,Glendive,59330,12.0,3.5,611 N Merrill Ave,burgers,47.1095537192119,-104.708852907766
0,RQoEwMnnPRKJPhxhbKtceg,Thai Hot 2 Poke & Ramen,ND,Minot,58701,16.0,3.5,122 Main St S,poke thai ramen,48.23465,-101.29339
0,SR_8Uib25PVIfGdKwEDuXw,Rootz Meal Prep & Eatery,ND,Williston,58801,1.0,5.0,910 42nd St W,newamerican bubbletea juicebars,48.1834935,-103.63736067
0,UsR7r7ayztTwucnJSh1hng,Phoenix Pearl Tea,MT,Red Lodge,59068,12.0,5.0,13 N Broadway Ave,tea bubbletea coffee,45.1874455683288,-109.247266953967
1,_jqyzy4xYfEZzTaV2R9RpA,Koo Beans Coffee,MT,Laurel,59044,3.0,2.5,102 W Main St,coffee bubbletea breakfast_brunch,45.66900403085956,-108.7719621
0,4v5qFNBmKcUR_WsLTg-ogw,Mia’s Wok,MT,Billings,59101,23.0,4.5,3012 4th Ave N,asianfusion,45.78321,-108.51099
0,Ma6xrDbqm9gSFKr4dcIBTg,Tea City & Cupcakes,MT,Billings,59102,20.0,4.0,1001 Shiloh Crossing Blvd,cupcakes tea coffee,45.7510870027646,-108.613660387848
1,Fj1dyJwnEmwnCMv8KgS7kA,Billings Hokkaido Ramen & Sushi Bar,MT,Billings,59102,18.0,3.0,1001 Shiloh Crossing Blvd,ramen sushi sandwiches,45.751479,-108.613185
1,t9TvpVONKv4kqwYSKPg26A,Wy Thai,WY,Cody,82414,44.0,4.5,1928 Big Horn Ave,thai,44.5331012757971,-109.04988694936
0,SyMXC0TunP3FSdyR7jmQvw,Stack Shack,MT,Bozeman,59718,4.0,5.0,106 Village Center Ln,foodtrucks sandwiches shavedice,45.6723828,-111.1883805
1,fCPyBwqFHsC7MFikhbqMAA,Bozeman Tropical Sno,MT,Bozeman,59715,2.0,5.0,,shavedice foodstands,45.67674,-110.78281
0,caFoaeDQAfFeuBRCLsoZJQ,Bozeman Hokkaido Ramen House,MT,Bozeman,59718,60.0,4.0,867 South 29th Ave,ramen asianfusion bubbletea,45.6707879,-111.0772025
1,mDF4QofZKGGD4sM9Ef5TvA,Steep Mountain Tea House,MT,Bozeman,59715,70.0,4.0,402 E Main St,bubbletea coffee,45.6790139,-111.0318468
0,kY_p78OCcitO41FJ_Z32JA,Colored Snow,MT,Great Falls,59401,2.0,4.5,426 Central Ave,shavedice,47.505149053541686,-111.29931317055559
0,4h9wLicnd9hyJ6h_zx1SsQ,Mongolian Bbq,MT,Great Falls,59405,46.0,4.0,2108 10th Ave S,mongolian vietnamese bbq,47.49321,-111.27085
1,anpm6pDIpGzgYgxbreyFTA,Hokkaido Ramen & Izakaya,MT,Great Falls,59404,40.0,4.0,1601 Marketplace Dr,ramen sushi bubbletea,47.48371891478963,-111.33901107775716
0,UDD0sDUF7PGiEhevG1lr1Q,Hokkaido Ramen & Izakaya - Helena,MT,Helena,59601,111.0,4.5,825 Great Northern Blvd,sushi ramen bubbletea,46.596108100229465,-112.03690591029621
1,q0S9plKQwFej7tLhcUvbYw,Mining City Mud,MT,Butte,59701,1.0,5.0,600 S Excelsior,coffee bubbletea bagels,46.0073999,-112.54838
0,dnnpbjBFS2F3OYRyxORMZQ,Moose Crossing Sweets & Gifts,MT,Cardwell,59721,4.0,4.0,770 Hwy 2 E,coffee bubbletea candy,45.8680252674993,-111.948375552893
1,7etwr4pOH8TpmAvetZidLA,The Humble Bean,MT,Butte,59701,5.0,4.5,3528 Harrison Ave,coffee bubbletea,45.973474,-112.50779
0,WKgIOms_E62-YlG4aWayjA,Sa Wad Dee,MT,Missoula,59802,78.0,3.5,221 W Broadway St,thai,46.8726399,-113.99648
1,et4PuXNeQATij2_QMb9SNg,Little Bear Espresso,MT,Hamilton,59840,2.0,5.0,2137 N 1st St,coffee juicebars breakfast_brunch,46.27490004605976,-114.15928609999997
0,nP942EjFe5nNMQsPreAhOQ,My Flavor It! Place - Wauconda,IL,Wauconda,60084,5.0,4.0,321 N Main St,desserts shavedice icecream,42.2625352096543,-88.1444406183853
1,X_zoiHUaVCQR-Mfd4Egc6Q,My Flavor It! Place - Lake Zurich,IL,Lake Zurich,60047,17.0,4.0,10 E Main St,desserts shavedice icecream,42.19717,-88.09275
2,xfLm4vi8pAmpSy3_BV1ewA,Tous Les Jours,IL,Vernon Hills,60061,43.0,4.5,670 Hawthorn Ctr,bakeries coffee desserts,42.2412206,-87.951883
3,me1OOLwnUArkKNiVh-QFQQ,O2 Lounge,WI,Lake Geneva,53147,3.0,5.0,647 W Main St,bubbletea oxygenbars juicebars,42.5921187,-88.4330442
4,Y1GnwefMOEfnpUaD67WH8Q,Chill Bubble Tea,IL,Vernon Hills,60061,24.0,3.5,122 Hawthorn Ctr,bubbletea tea,42.2430635,-87.9499412
0,EWSt98mhUIbzO-zwPOvM1g,Bubble Tea Lab,IL,Libertyville,60048,40.0,3.0,1757 N Wilwaukee,bubbletea coffee,42.304091,-87.959292
1,jdiqxpkYvnp93i8jWigWqQ,Madame Pho,WI,Kenosha,53142,133.0,3.5,7410 118th Ave,vietnamese,42.5683451,-87.9500862
2,LNxGFZGY_3OcayFb2YF0tQ,Bubble Tea Waukegan,IL,Waukegan,60085,2.0,4.5,550 N Green Bay Rd,bubbletea,42.36809,-87.8814
4,Jc5Z5YS_oQxU9ylCPLseTg,Milkcow Cafe,IL,Vernon Hills,60061,102.0,4.5,240 Hawthorn Village Commons,icecream coffee bubbletea,42.24153,-87.95685
5,10IUhB1-zKyFak0-yA3xIQ,Bearology,IL,Vernon Hills,60061,11.0,5.0,555 E Townline Rd,bubbletea,42.24031,-87.95025
6,wt8k03YqhC8lOmcQlUFbTg,Dangela's Dumplings,IL,Libertyville,60048,124.0,4.5,133 N Milwaukee Ave,dimsum,42.28402,-87.95407
7,dm6vAQKRKIVAbB3vpeZwvw,Ohsio Sushi,IL,Waukegan,60085,16.0,4.5,550 N Green Bay Rd,sushi asianfusion,42.36821291890681,-87.8808652651831
8,aACKVgo7N-0YGntwnt4Q1A,Sakura Japanese Restaurant,IL,Mchenry,60051,136.0,4.0,2302 N Richmond Rd,japanese sushi,42.3598484906176,-88.2664572354981
9,OvHoeiR3_cIoF6brRwjurQ,Viet Taste,IL,Libertyville,60048,59.0,4.0,1183 S Milwaukee Ave,vietnamese bubbletea,42.264521,-87.950913
10,foWxEJebStfBF1BDBtqbRA,Saigon Cafe,WI,Kenosha,53142,105.0,3.5,3105 80th St,vietnamese coffee juicebars,42.55845,-87.84627
11,pT2Dd5Kl0i4vchMVQc2m5g,Green Peapod,IL,McHenry,60050,224.0,4.0,1225 N Green St,thai,42.34496,-88.26696
12,n341ztDv6Y1O6oBGV1TkRw,Coco Rolls,IL,Crystal Lake,60014,32.0,4.0,5 Crystal Lake Plz,bubbletea desserts icecream,42.22749,-88.326579
14,r4MGjfidqG_JYd21V3G35A,Happy Cafe,WI,Lake Geneva,53147,12.0,3.0,526 Wells St,cafes,42.585376739502,-88.428092956543
15,veveWA_iU0IF7Mauk1J3FA,Roll N' Donuts Cafe,IL,Algonquin,60102,104.0,4.5,3907 W Algonquin Rd,donuts coffee breakfast_brunch,42.1752496918574,-88.3669853210449
16,qzbw4_KiNNbg5KDe9F95Lg,Thai Noodles Cafe,IL,Libertyville,60048,299.0,4.0,318 S Milwaukee Ave,thai noodles asianfusion,42.2802668,-87.9525781
17,Jjom7nD1-TLJR8orP78OWg,Liquid Fusion,IL,Lincolnshire,60069,149.0,4.0,275 Parkway Dr,bubbletea coffee juicebars,42.1800956963491,-87.9265453562551
18,LcCxSqhqp4bNEwxuYtXcQQ,CM Chicken & Boba,IL,Vernon Hills,60061,10.0,4.0,1270 S Milwaukee Ave,waffles burgers chicken_wings,42.20283,-87.93368
