,POPESTIMATE,X..Adults.with.Obesity,Trade_2020,Employment.Location.Quotient.Relative.to.U.S._1,Asian,num_competitor,college_cnt,income_median,pop_belowPovertyThreshold,selfstorage_count,shopping_mall_cnt,POPESTIMATE_nor,X..Adults.with.Obesity_nor,Trade_2020_nor,Employment.Location.Quotient.Relative.to.U.S._1_nor,Asian_nor,num_competitor_nor,college_cnt_nor,income_median_nor,pop_belowPovertyThreshold_nor,selfstorage_count_nor,shopping_mall_cnt_nor,Clusters,State,County,MF_exist,nm_MF
0,55869,33.0,177958.0,0.83,649,2,0,428584.5,212.7,0,3,0.07342166029683517,0.14354066985645933,0.027422806613106632,0.6666666666666666,0.06230200633579725,0.044444444444444446,0.0,0.08321086344499833,0.1789473684210526,0.0,0.125,0,Alabama,Autauga,0,0
1,223234,30.0,1335562.0,1.06,2033,42,4,1916068.0,438.1,1,4,0.33072339352644736,0.0,0.20580619272982345,0.9615384615384615,0.19516175482384562,0.9333333333333333,0.3333333333333333,0.46740475760002065,0.40068863748155437,0.07692307692307693,0.16666666666666666,0,Alabama,Baldwin,0,0
2,24686,41.2,0.0,0.67,122,0,0,235085.0,108.5,0,0,0.025481888257884396,0.535885167464115,0.0,0.46153846153846156,0.011711625227992704,0.0,0.0,0.0332329467675698,0.0764387604525332,0.0,0.0,0,Alabama,Barbour,0,0
3,22394,37.4,0.0,0.65,56,2,0,484745.0,88.2,0,0,0.021958238913264726,0.354066985645933,0.0,0.4358974358974359,0.005375827973504848,0.044444444444444446,0.0,0.09771624867629207,0.05646827348745696,0.0,0.0,0,Alabama,Bibb,0,0
4,57826,33.0,120769.0,0.76,236,1,0,514274.0,207.7,0,0,0.07643029108541313,0.14354066985645933,0.018610149202948307,0.5769230769230769,0.022655275031199,0.022222222222222223,0.0,0.10534313092440013,0.17402852926709295,0.0,0.0,0,Alabama,Blount,0,0
5,10101,46.6,0.0,0.57,137,0,0,125654.0,31.3,0,0,0.0030593639597701326,0.7942583732057418,0.0,0.33333333333333326,0.013151579149467216,0.0,0.0,0.004968618436345791,0.0004918839153959665,0.0,0.0,0,Alabama,Bullock,0,0
6,19448,46.8,70918.0,0.87,261,0,0,188393.0,78.4,0,0,0.017429150357745726,0.8038277511961721,0.010928256101935829,0.717948717948718,0.025055198233656522,0.0,0.0,0.021173128083270914,0.046827348745696024,0.0,0.0,0,Alabama,Butler,0,0
7,113605,39.7,679508.0,0.78,925,6,1,711120.0,221.9,0,1,0.16218318671959314,0.4641148325358853,0.10471019271996124,0.6025641025641025,0.08879715849092829,0.13333333333333333,0.08333333333333333,0.15618539659581063,0.1879980324643384,0.0,0.041666666666666664,0,Alabama,Calhoun,0,0
8,33254,42.3,75043.0,0.71,368,0,0,412041.0,61.1,0,0,0.038654064341960025,0.5885167464114831,0.011563906521018224,0.5128205128205128,0.035326869540174714,0.0,0.0,0.07893793424077279,0.029808165272995575,0.0,0.0,0,Alabama,Chambers,0,0
9,26196,38.4,72927.0,0.74,26,1,0,301262.0,124.7,0,0,0.027803315182132086,0.40191387559808606,0.011237837118162867,0.5512820512820512,0.0024959201305558222,0.022222222222222223,0.0,0.0503254384378955,0.09237579931136253,0.0,0.0,0,Alabama,Cherokee,0,0
10,44428,41.9,168020.0,0.72,195,2,0,550480.0,136.4,0,0,0.05583262358139292,0.569377990430622,0.025891389918599763,0.5256410256410255,0.018719400979168667,0.044444444444444446,0.0,0.11469457860887983,0.10388588293162815,0.0,0.0,0,Alabama,Chilton,0,0
11,12589,47.2,0.0,0.72,25,0,0,528979.0,116.2,0,0,0.006884337593894801,0.8229665071770337,0.0,0.5256410256410255,0.0023999232024575212,0.0,0.0,0.10914120412222021,0.0840137727496311,0.0,0.0,0,Alabama,Choctaw,0,0
12,23622,36.1,101076.0,0.73,109,0,1,528925.0,216.9,0,0,0.023846127829142978,0.29186602870813405,0.015575515577981132,0.5384615384615384,0.010463665162714793,0.0,0.08333333333333333,0.10912725676059612,0.18307919331037875,0.0,0.0,0,Alabama,Clarke,0,0
13,13235,37.3,0.0,0.31,33,0,0,350964.0,72.1,0,0,0.00787747785420209,0.3492822966507176,0.0,0.0,0.0031678986272439284,0.0,0.0,0.06316269339050029,0.04062961141170683,0.0,0.0,0,Alabama,Clay,0,0
14,14910,34.0,33258.0,0.48,1,0,0,319776.0,88.6,0,0,0.010452570634410619,0.19138755980861244,0.005124960397052678,0.21794871794871792,9.599692809830086e-05,0.0,0.0,0.05510731719916316,0.05686178061977373,0.0,0.0,0,Alabama,Cleburne,0,0
15,52342,36.7,204354.0,0.82,843,0,1,329893.0,140.1,0,2,0.06799936045456921,0.320574162679426,0.03149035290694879,0.6538461538461539,0.08092541038686762,0.0,0.08333333333333333,0.05772038122788439,0.10752582390555829,0.0,0.08333333333333333,0,Alabama,Coffee,0,0
16,55241,37.0,313705.0,0.69,282,0,1,285565.0,95.8,0,1,0.07245619267535998,0.3349282296650718,0.04834102174987703,0.4871794871794871,0.02707113372372084,0.0,0.08333333333333333,0.046271147041351345,0.06394490900147565,0.0,0.041666666666666664,0,Alabama,Colbert,0,0
17,12067,42.1,44171.0,0.78,70,0,1,320380.0,137.2,0,0,0.006081831067764143,0.5789473684210528,0.006806621736069933,0.6025641025641025,0.00671978496688106,0.0,0.08333333333333333,0.05526332102177338,0.10467289719626167,0.0,0.0,0,Alabama,Conecuh,0,0
18,10663,44.8,11890.0,0.47,0,0,0,350446.0,188.0,0,0,0.003923365238860994,0.708133971291866,0.0018322141776702249,0.2051282051282051,0.0,0.0,0.0,0.06302890203269881,0.15464830300049187,0.0,0.0,0,Alabama,Coosa,0,0
19,37049,35.8,188778.0,0.86,245,0,1,589294.0,216.8,0,0,0.04448837902905935,0.27751196172248793,0.029090136924493668,0.7051282051282052,0.02351924738408371,0.0,0.08333333333333333,0.12471963220290828,0.18298081652729956,0.0,0.0,0,Alabama,Covington,0,0
20,13772,35.3,55538.0,0.67,183,0,0,407881.0,46.3,0,0,0.008703044912692824,0.25358851674641136,0.008558243145454074,0.46153846153846156,0.017567437841989057,0.0,0.0,0.0778634708267686,0.01524840137727496,0.0,0.0,0,Alabama,Crenshaw,0,0
21,83768,35.7,419301.0,0.83,304,1,1,754330.0,239.8,0,0,0.11631271311775322,0.2727272727272729,0.06461305609010118,0.6666666666666666,0.02918306614188346,0.022222222222222223,0.08333333333333333,0.16734586873983004,0.205607476635514,0.0,0.0,0,Alabama,Cullman,0,0
22,49172,41.8,88063.0,0.62,680,0,0,437715.0,94.4,0,0,0.06312590128247307,0.5645933014354066,0.013570250389249201,0.3974358974358974,0.06527791110684458,0.0,0.0,0.08556912983960534,0.06256763403836696,0.0,0.0,0,Alabama,Dale,0,0
23,37196,42.2,118664.0,0.72,250,2,1,307893.0,80.8,0,1,0.04471437224618809,0.5837320574162681,0.01828577486787717,0.5256410256410255,0.023999232024575212,0.044444444444444446,0.08333333333333333,0.05203812278843919,0.04918839153959666,0.0,0.041666666666666664,0,Alabama,Dallas,0,0
24,71513,30.3,0.0,0.74,76,4,1,871718.0,458.9,0,0,0.09747225817957082,0.014354066985645968,0.0,0.5512820512820512,0.007295766535470865,0.08888888888888889,0.08333333333333333,0.19766536663481157,0.4211510083620265,0.0,0.0,0,Alabama,DeKalb,0,0
25,81209,34.8,269449.0,0.87,749,0,1,685083.0,173.1,0,1,0.1123785862971242,0.2296650717703348,0.041521301762747216,0.717948717948718,0.07190169914562734,0.0,0.08333333333333333,0.14946044373272724,0.13999016232169206,0.0,0.041666666666666664,0,Alabama,Elmore,0,0
26,36633,36.5,148012.0,0.69,103,0,0,276898.0,97.1,0,0,0.043848833598273226,0.31100478468899523,0.022808215716175386,0.4871794871794871,0.009887683594124988,0.0,0.0,0.04403259550068445,0.06522380718150517,0.0,0.0,0,Alabama,Escambia,0,0
27,102268,36.2,425393.0,0.96,808,4,1,640658.0,293.45,0,2,0.14475403636184742,0.29665071770334944,0.06555181544841632,0.8333333333333331,0.07756551790342708,0.08888888888888889,0.08333333333333333,0.1379861559521657,0.2583866207575012,0.0,0.08333333333333333,0,Alabama,Etowah,0,0
28,16302,37.6,0.0,0.55,108,0,0,354558.0,102.7,0,0,0.012592588037425707,0.3636363636363637,0.0,0.30769230769230776,0.010367668234616493,0.0,0.0,0.06409096779192602,0.07073290703394,0.0,0.0,0,Alabama,Fayette,0,0
29,31362,36.6,0.0,0.49,273,0,0,408372.0,146.7,0,0,0.03574536252694239,0.3157894736842106,0.0,0.23076923076923075,0.026207161370836132,0.0,0.0,0.07799028850375804,0.11401869158878504,0.0,0.0,0,Alabama,Franklin,0,0
30,26271,41.3,105447.0,0.68,42,0,0,467442.0,235.5,0,0,0.027918617843932465,0.5406698564593301,0.01624907387660153,0.4743589743589744,0.004031870980128636,0.0,0.0,0.09324715241366842,0.2013772749631087,0.0,0.0,0,Alabama,Geneva,0,0
31,8111,38.0,0.0,0.52,0,0,0,222394.0,91.7,0,0,0.0,0.3827751196172249,0.0,0.2692307692307693,0.0,0.0,0.0,0.029955058501433478,0.05991146089522873,0.0,0.0,0,Alabama,Greene,0,0
32,14651,45.3,22105.0,0.55,28,0,0,222676.0,60.1,0,0,0.0100543921089933,0.7320574162679425,0.003406315760925174,0.30769230769230776,0.002687913986752424,0.0,0.0,0.030027894723248186,0.02882439744220364,0.0,0.0,0,Alabama,Hale,0,0
33,17205,35.0,38548.0,0.77,73,0,0,362783.0,41.1,0,0,0.013980832085502305,0.23923444976076558,0.00594013390419107,0.5897435897435898,0.0070077757511759625,0.0,0.0,0.06621535759485497,0.010132808657156912,0.0,0.0,0,Alabama,Henry,0,0
34,105882,38.5,1504523.0,1.0,996,6,4,656004.0,261.1,0,3,0.1503100872918018,0.40669856459330145,0.23184258799250965,0.8846153846153845,0.09561294038590765,0.13333333333333333,0.3333333333333333,0.14194978949815326,0.2265617314313822,0.0,0.125,0,Alabama,Houston,0,0
35,51626,35.6,187911.0,0.59,220,0,0,990136.0,383.7,0,1,0.06689860437658157,0.2679425837320575,0.028956534763682894,0.3589743589743589,0.021119324181626188,0.0,0.0,0.22825089753854896,0.34717166748647316,0.0,0.041666666666666664,0,Alabama,Jackson,0,0
36,658573,34.6,6489416.0,1.01,10417,35,12,3978117.0,1047.3,13,24,1.0,0.2200956937799044,1.0,0.8974358974358974,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,-1,Alabama,Jefferson,0,0
37,13805,33.9,0.0,0.63,21,0,0,290434.0,51.0,0,0,0.008753778083884993,0.18660287081339708,0.0,0.41025641025641024,0.002015935490064318,0.0,0.0,0.04752873414779037,0.019872110181997048,0.0,0.0,0,Alabama,Lamar,0,0
38,92729,32.3,424261.0,0.97,581,2,2,648248.0,218.9,0,3,0.13008907514966286,0.11004784688995202,0.06537737756371298,0.846153846153846,0.0557742152251128,0.044444444444444446,0.16666666666666666,0.1399465351137743,0.18504672897196262,0.0,0.125,0,Alabama,Lauderdale,0,0
39,32924,32.7,62872.0,0.84,40,0,0,436788.0,174.1,0,0,0.038146732630038344,0.12918660287081354,0.00968839106631475,0.6794871794871795,0.003839877123932034,0.0,0.0,0.08532970013172508,0.140973930152484,0.0,0.0,0,Alabama,Lawrence,0,0
40,164542,30.8,716138.0,0.83,7131,16,1,635414.0,170.0,2,4,0.24049214250794052,0.03827751196172252,0.11035476844141291,0.6666666666666666,0.6845540942689834,0.35555555555555557,0.08333333333333333,0.13663171216778158,0.13694048204623707,0.15384615384615385,0.16666666666666666,0,Alabama,Lee,0,0
41,98915,33.0,441420.0,0.63,1412,0,2,896800.0,230.5,0,1,0.13959923869495836,0.14354066985645933,0.06802152921002444,0.41025641025641024,0.1355476624748008,0.0,0.16666666666666666,0.20414365782472815,0.19645843580914904,0.0,0.041666666666666664,0,Alabama,Limestone,0,0
42,9726,43.6,0.0,0.41,0,0,0,333205.0,111.3,0,0,0.002482850650768223,0.6507177033492824,0.0,0.12820512820512817,0.0,0.0,0.0,0.058575819407495414,0.07919331037875062,0.0,0.0,0,Alabama,Lowndes,0,0
43,18068,50.9,0.0,0.47,36,0,1,341876.0,104.4,0,0,0.015307581380618699,1.0,0.0,0.2051282051282051,0.003455889411538831,0.0,0.08333333333333333,0.060815404086060385,0.07240531234628629,0.0,0.0,0,Alabama,Macon,0,0
44,372909,33.8,2538207.0,0.91,9676,30,7,2011377.5,417.7,3,12,0.5608290722594095,0.18181818181818168,0.3911302650346349,0.7692307692307693,0.9288662762791591,0.6666666666666666,0.5833333333333334,0.49202172172430714,0.3806197737333989,0.23076923076923078,0.5,0,Alabama,Madison,0,0
45,18863,45.0,0.0,0.71,9,0,0,755385.0,241.0,0,0,0.016529789595702747,0.7177033492822967,0.0,0.5128205128205128,0.0008639723528847077,0.0,0.0,0.1676183588604489,0.20678799803246434,0.0,0.0,0,Alabama,Marengo,0,0
46,29709,38.2,102951.0,0.62,18,0,0,286140.0,107.5,0,0,0.03320409186086197,0.39234449760765566,0.015864447586654947,0.3974358974358974,0.0017279447057694155,0.0,0.0,0.046419660614200484,0.07545499262174127,0.0,0.0,0,Alabama,Marion,0,0
47,96774,37.0,600075.0,0.68,615,1,2,617638.0,176.6,0,3,0.13630773204276345,0.3349282296650718,0.09246980005596805,0.4743589743589744,0.059038110780455025,0.022222222222222223,0.16666666666666666,0.13204044734870987,0.14343334972946384,0.0,0.125,0,Alabama,Marshall,0,0
48,413210,37.8,2491547.0,1.0,7728,45,8,2453835.0,875.3,5,6,0.6227865732356387,0.37320574162679415,0.3839400956881174,0.8846153846153845,0.741864260343669,1.0,0.6666666666666666,0.6063016246093448,0.8307919331037875,0.38461538461538464,0.25,0,Alabama,Mobile,0,0
49,20733,43.2,90071.0,0.73,125,0,0,454836.5,182.7,0,0,0.019404669296592267,0.6315789473684212,0.013879677308404947,0.5384615384615384,0.011999616012287606,0.0,0.0,0.08999134747010357,0.14943433349729462,0.0,0.0,0,Alabama,Monroe,0,0
50,226486,37.1,1639315.0,0.84,6933,4,10,1729252.0,329.9,0,11,0.3357229169421119,0.3397129186602872,0.2526136404261955,0.6794871794871795,0.6655467025055198,0.08888888888888889,0.8333333333333334,0.41915308520804817,0.2942449581898672,0.0,0.4583333333333333,0,Alabama,Montgomery,0,0
51,119679,35.6,755598.0,0.74,661,2,1,535868.0,188.2,0,2,0.17152116495660008,0.2679425837320575,0.11643543887462292,0.5512820512820512,0.06345396947297686,0.044444444444444446,0.08333333333333333,0.11092052586719012,0.15484505656665024,0.0,0.08333333333333333,0,Alabama,Morgan,0,0
52,8923,46.8,0.0,0.76,8,0,2,106417.0,30.8,0,0,0.0012483434850921345,0.8038277511961721,0.0,0.5769230769230769,0.0007679754247864068,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0,Alabama,Perry,0,0
53,19930,38.8,0.0,0.59,8,0,0,290907.0,95.6,0,0,0.01817016213091618,0.42105263157894723,0.0,0.3589743589743589,0.0007679754247864068,0.0,0.0,0.04765090270423845,0.06374815543531727,0.0,0.0,0,Alabama,Pickens,0,0
54,33114,38.3,0.0,0.81,715,0,3,437363.0,114.6,0,0,0.038438832706599306,0.3971291866028707,0.0,0.641025641025641,0.06863780359028511,0.0,0.25,0.08547821370457422,0.08243974422036399,0.0,0.0,0,Alabama,Pike,0,0
55,22722,34.0,0.0,0.72,49,0,1,275203.0,120.4,0,0,0.022462495887538396,0.19138755980861244,0.0,0.5256410256410255,0.004703849476816742,0.0,0.08333333333333333,0.04359480331637265,0.08814559763895721,0.0,0.0,0,Alabama,Randolph,0,0
56,57961,38.9,169315.0,0.79,676,0,2,474168.0,112.9,0,0,0.07663783587665382,0.4258373205741626,0.026090945625923814,0.6153846153846154,0.06489392339445138,0.0,0.16666666666666666,0.09498437378929153,0.08076733890801771,0.0,0.0,0,Alabama,Russell,0,0
57,217702,37.7,2701634.0,1.09,4231,15,2,1487122.0,321.5,2,7,0.32221866919205117,0.3684210526315791,0.41631388710478723,1.0,0.40616300278391093,0.3333333333333333,0.16666666666666666,0.3566146653924633,0.28598130841121494,0.15384615384615385,0.2916666666666667,0,Alabama,Shelby,0,0
58,89512,36.7,338034.0,0.83,0,0,0,919732.0,231.9,0,0,0.1251433596428385,0.320574162679426,0.052090049397357174,0.6666666666666666,0.0,0.0,0.0,0.21006663739442621,0.19783571077225773,0.0,0.0,0,Alabama,St.Clair,0,0
59,12427,43.1,0.0,0.71,247,0,1,315157.0,156.3,0,0,0.006635283844405976,0.6267942583732059,0.0,0.5128205128205128,0.02371124124028031,0.0,0.08333333333333333,0.05391430121135419,0.12346286276438762,0.0,0.0,0,Alabama,Sumter,0,0
60,79978,39.0,252473.0,0.64,432,0,1,573992.0,147.6,0,1,0.11048608527477392,0.430622009569378,0.03890534988048231,0.4230769230769231,0.04147067293846597,0.0,0.08333333333333333,0.12076736317379962,0.11490408263649779,0.0,0.041666666666666664,0,Alabama,Talladega,0,0
61,40367,34.5,134278.0,0.88,167,1,1,304236.0,68.0,0,0,0.04958936878710824,0.215311004784689,0.02069184653904142,0.7307692307692308,0.016031486992416244,0.022222222222222223,0.08333333333333333,0.05109357646511868,0.036596163305459915,0.0,0.0,0,Alabama,Tallapoosa,0,0
62,209355,36.1,956598.0,0.73,3435,20,5,1357788.0,262.65,0,2,0.3093862516180807,0.29186602870813405,0.147408950204456,0.5384615384615384,0.3297494480176634,0.4444444444444444,0.4166666666666667,0.323209701164863,0.22808657156910966,0.0,0.08333333333333333,0,Alabama,Tuscaloosa,0,0
63,63521,39.4,290503.0,0.94,238,0,1,734250.0,311.3,0,1,0.08518560653812214,0.4497607655502392,0.04476566150174376,0.8076923076923075,0.022847268887395602,0.0,0.08333333333333333,0.1621595164914637,0.27594687653713723,0.0,0.041666666666666664,0,Alabama,Walker,0,0
64,16326,31.9,86146.0,0.51,30,0,0,867519.0,385.1,0,0,0.012629484889201828,0.09090909090909084,0.013274846303581092,0.25641025641025644,0.002879907842949026,0.0,0.0,0.19658083012630112,0.3485489424495819,0.0,0.0,0,Alabama,Washington,0,0
65,10373,49.8,0.0,0.48,4,0,0,489549.0,243.4,0,0,0.0034775282798995178,0.9473684210526315,0.0,0.21794871794871792,0.0003839877123932034,0.0,0.0,0.09895704729188728,0.20914904082636498,0.0,0.0,0,Alabama,Wilcox,0,0
66,23629,35.6,105906.0,0.49,89,0,0,383585.0,202.8,0,0,0.023856889410911013,0.2679425837320575,0.01631980443232488,0.23076923076923075,0.008543726600748777,0.0,0.0,0.07158819123382494,0.16920806689621248,0.0,0.0,0,Alabama,Winston,0,0
67,71887,35.4,0.0,0.52,262,2,1,1259253.5,715.7,0,0,0.013938822801857764,0.8161764705882353,0.0,0.4770642201834862,0.001398840350671123,0.006329113924050633,0.0125,0.09547011902658888,0.3442502928543538,0.0,0.0,0,Arizona,Apache,0,0
68,71887,35.4,0.0,0.52,262,2,0,38676.0,10.4,0,0,0.013938822801857764,0.8161764705882353,0.0,0.4770642201834862,0.001398840350671123,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0,Arizona,Apache,0,0
69,125922,30.9,378839.0,0.84,2386,2,3,1313722.5,207.25,0,2,0.026011212006659644,0.48529411764705876,0.009910346236245447,0.7706422018348623,0.01273905754466145,0.006329113924050633,0.0375,0.09973053011335663,0.09608063256540415,0.0,0.015384615384615385,0,Arizona,Cochise,0,0
70,143476,24.5,618193.0,0.94,2737,5,3,1546610.0,423.4,0,2,0.029933090790801257,0.014705882352941126,0.016171795065511422,0.8623853211009174,0.014613076487736121,0.015822784810126583,0.0375,0.1179463315227753,0.20158141351034756,0.0,0.015384615384615385,0,Arizona,Coconino,0,0
71,54018,31.1,127605.0,0.63,446,1,0,555813.5,71.4,0,0,0.009946567361853976,0.5000000000000001,0.00333811917853257,0.5779816513761468,0.002381232047325652,0.0031645569620253164,0.0,0.04044903226391819,0.029773525966419374,0.0,0.0,0,Arizona,Gila,0,0
72,38837,33.9,125329.0,0.7,262,0,2,635309.5,147.9,0,0,0.006554859385207408,0.7058823529411764,0.00327857951119712,0.6422018348623852,0.001398840350671123,0.0,0.025,0.0466669844891048,0.06711245607184695,0.0,0.0,0,Arizona,Graham,0,0
73,9498,30.2,0.0,0.0,38,0,0,286966.0,17.4,0,0,0.0,0.43382352941176466,0.0,0.0,0.00020288524170039189,0.0,0.0,0.019420541385624223,0.0034166341272940256,0.0,0.0,0,Arizona,Greenlee,0,0
74,21108,33.0,99856.0,0.74,0,1,0,348013.0,173.0,0,0,0.0025938824589201406,0.6397058823529412,0.002612211345100492,0.6788990825688073,0.0,0.0031645569620253164,0.0,0.0241954650231779,0.07936352987114409,0.0,0.0,0,Arizona,LaPaz,0,0
75,4485414,27.1,38226616.0,1.09,187298,316,80,12823592.5,2059.2,85,130,1.0,0.20588235294117654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,Arizona,Maricopa,1,1
76,212181,30.7,863891.0,1.03,2506,8,6,1359386.0,257.9,0,2,0.045283021397184396,0.47058823529411764,0.022599201561550725,0.944954128440367,0.013379747781610055,0.02531645569620253,0.075,0.1033021999009536,0.12080242092932449,0.0,0.015384615384615385,0,Arizona,Mohave,0,0
77,110924,33.3,326374.0,0.8,521,1,1,1383592.0,402.0,0,0,0.02266038951579967,0.6617647058823528,0.008537873192855993,0.7339449541284404,0.002781663445418531,0.0031645569620253164,0.0125,0.10519552474198796,0.1911362748926201,0.0,0.0,0,Arizona,Navajo,0,0
78,1047279,25.4,4105921.0,0.98,30086,52,17,3743711.0,508.8,25,23,0.2318589088803275,0.08088235294117632,0.10741000458947242,0.8990825688073394,0.16063172057363131,0.16455696202531644,0.2125,0.28979735612665125,0.24326434986333467,0.29411764705882354,0.17692307692307693,0,Arizona,Pima,0,0
79,462789,34.2,901574.0,0.78,7366,10,3,2061419.5,341.95,3,6,0.10127334829339961,0.7279411764705885,0.023584980684662225,0.7155963302752293,0.039327702378028594,0.03164556962025317,0.0375,0.1582132742126239,0.16182643498633348,0.03529411764705882,0.046153846153846156,0,Arizona,Pinal,0,0
80,46498,30.1,631433.0,0.92,0,1,0,548481.0,79.1,0,1,0.008266464339366512,0.4264705882352942,0.016518150599571776,0.8440366972477064,0.0,0.0031645569620253164,0.0,0.03987550485761874,0.03353182350644279,0.0,0.007692307692307693,0,Arizona,SantaCruz,0,0
81,235099,24.3,951367.0,0.96,2377,14,4,1859419.0,367.8,0,6,0.05040331409257904,0.0,0.024887554786434667,0.8807339449541284,0.012691005776890304,0.04430379746835443,0.05,0.1424133665636377,0.17444357672784072,0.0,0.046153846153846156,0,Arizona,Yavapai,0,0
82,213787,37.9,930975.0,0.73,2534,17,3,494022.0,165.1,0,2,0.045641830633103925,1.0,0.02435410448050123,0.6697247706422018,0.013529242170231395,0.05379746835443038,0.0375,0.03561587594256091,0.07550761421319797,0.0,0.015384615384615385,0,Arizona,Yuma,0,0
83,17486,35.0,146725.0,0.71,10,0,0,685566.0,111.7,0,0,0.031798035798325415,0.46122448979591835,0.032012261639830696,0.5999999999999999,0.0009187798603454612,0.0,0.0,0.2677340850306651,0.31688311688311693,0.0,0.0,0,Arkansas,Arkansas,0,0
84,19657,42.0,0.0,0.73,34,0,0,298996.0,56.3,0,0,0.03741188760918696,0.746938775510204,0.0,0.6210526315789473,0.0031238515251745683,0.0,0.0,0.07075493810930185,0.137012987012987,0.0,0.0,0,Arkansas,Ashley,0,0
85,41932,31.1,191799.0,0.97,172,2,1,613550.0,72.7,0,0,0.09501140354052783,0.3020408163265307,0.041846445869878256,0.8736842105263157,0.015803013597941933,0.05555555555555555,0.041666666666666664,0.23103788448564377,0.19025974025974027,0.0,0.0,0,Arkansas,Baxter,0,0
86,279141,31.1,3196030.0,1.09,10884,28,6,1576404.5,318.8,0,3,0.7083951779314339,0.3020408163265307,0.6973054937382729,1.0,1.0,0.7777777777777778,0.25,0.721666381315185,0.9892857142857142,0.0,0.375,0,Arkansas,Benton,0,0
87,37432,29.2,192876.0,0.89,274,0,1,278011.0,71.65,0,0,0.08337513769581249,0.22448979591836732,0.04208142427019243,0.7894736842105262,0.02517456817346564,0.0,0.041666666666666664,0.06006190088927751,0.18685064935064938,0.0,0.0,0,Arkansas,Boone,0,0
88,10763,31.2,37726.0,0.59,7,0,0,216773.0,75.5,0,0,0.014413454626320717,0.3061224489795918,0.008231007548981106,0.4736842105263157,0.0006431459022418228,0.0,0.0,0.028857697254307278,0.19935064935064933,0.0,0.0,0,Arkansas,Bradley,0,0
89,5189,25.8,0.0,0.14,0,0,0,172475.0,16.1,0,0,0.0,0.08571428571428576,0.0,0.0,0.0,0.0,0.0,0.006285375940385999,0.006493506493506499,0.0,0.0,0,Arkansas,Calhoun,0,0
90,28380,29.5,78044.0,0.68,384,2,0,403733.0,93.3,0,0,0.059968142489954024,0.23673469387755103,0.01702753414495789,0.5684210526315789,0.03528114663726571,0.05555555555555555,0.0,0.12412432764057127,0.2571428571428572,0.0,0.0,0,Arkansas,Carroll,0,0
91,10118,40.6,0.0,0.83,63,0,0,160140.0,27.8,0,0,0.012745589855244852,0.6897959183673469,0.0,0.7263157894736841,0.005788313120176406,0.0,0.0,0.0,0.04448051948051948,0.0,0.0,0,Arkansas,Chicot,0,0
92,22320,26.4,87010.0,0.86,142,1,2,607889.5,95.7,0,0,0.04429797115240405,0.11020408163265302,0.0189837238731073,0.7578947368421052,0.01304667401690555,0.027777777777777776,0.08333333333333333,0.22815354151762146,0.26493506493506497,0.0,0.0,0,Arkansas,Clark,0,0
93,14551,37.4,75786.0,0.8,4,0,0,487422.0,132.4,0,0,0.02420860463071664,0.5591836734693877,0.016534886765283415,0.6947368421052631,0.0003675119441381845,0.0,0.0,0.1667685779101265,0.38409090909090915,0.0,0.0,0,Arkansas,Clay,0,0
94,24919,33.7,93695.0,0.83,83,0,0,544079.0,149.7,0,0,0.05101856113694075,0.4081632653061225,0.020442248112754722,0.7263157894736841,0.007625872840867329,0.0,0.0,0.19563850451364898,0.44025974025974024,0.0,0.0,0,Arkansas,Cleburne,0,0
95,7956,38.4,0.0,0.59,0,0,0,167881.0,67.8,0,0,0.0071550105760727345,0.5999999999999999,0.0,0.4736842105263157,0.0,0.0,0.0,0.003944474678113338,0.17435064935064934,0.0,0.0,0,Arkansas,Cleveland,0,0
96,23457,43.5,95084.0,0.73,192,0,1,235098.0,22.3,0,0,0.04723806765583546,0.8081632653061224,0.02074529825020727,0.6210526315789473,0.017640573318632856,0.0,0.041666666666666664,0.038195314936315665,0.026623376623376625,0.0,0.0,0,Arkansas,Columbia,0,0
97,20846,39.8,86219.0,0.74,102,0,1,532885.0,33.6,0,0,0.040486447629046185,0.6571428571428569,0.01881114456516996,0.631578947368421,0.009371554575523704,0.0,0.041666666666666664,0.18993453221720139,0.0633116883116883,0.0,0.0,0,Arkansas,Conway,0,0
98,110332,39.3,917192.0,0.95,1450,6,2,775934.0,98.25,0,1,0.27188264438020077,0.6367346938775509,0.2001117074660732,0.8526315789473683,0.13322307975009187,0.16666666666666666,0.08333333333333333,0.3137816612755619,0.27321428571428574,0.0,0.125,0,Arkansas,Craighead,0,0
99,63257,38.9,259175.0,0.82,1030,4,0,494541.0,110.7,0,0,0.15015437446020655,0.620408163265306,0.05654645023345115,0.7157894736842104,0.0946343256155825,0.1111111111111111,0.0,0.17039610862107973,0.31363636363636366,0.0,0.0,0,Arkansas,Crawford,0,0
100,47955,37.0,395120.0,0.95,361,0,1,551999.0,136.7,0,0,0.11058589891446569,0.5428571428571428,0.08620674608369333,0.8526315789473683,0.03316795295847115,0.0,0.041666666666666664,0.19967418975465887,0.39805194805194805,0.0,0.0,0,Arkansas,Crittenden,0,0
