,FIPS,State,County,MF_exist,location_score
3037,55089,Wisconsin,Ozaukee,0,69.62235154738863
2819,51053,Virginia,Dinwiddie,0,69.62205064093672
1240,26083,Michigan,Keweenaw,0,69.61959554850507
2075,39131,Ohio,Pike,0,69.61878780865493
1669,31099,Nebraska,Kearney,0,69.61283449141261
2999,55015,Wisconsin,Calumet,0,69.61097319942155
1011,21097,Kentucky,Harrison,0,69.61052442281567
1644,31049,Nebraska,Deuel,0,69.61016876459189
1583,30039,Montana,Granite,0,69.59827507342624
2108,40021,Oklahoma,Cherokee,0,69.5977479401525
6,1013,Alabama,Butler,0,69.58779511824173
297,12007,Florida,Bradford,0,69.58350823439615
2602,48219,Texas,Hockley,0,69.57799412180424
2332,46007,South Dakota,Bennett,0,69.57404595785749
1672,31105,Nebraska,Kimball,0,69.57365989402716
2657,48331,Texas,Milam,0,69.56914994855956
2565,48145,Texas,Falls,0,69.56687759162455
889,20063,Kansas,Gove,0,69.55267520483245
856,19195,Iowa,Worth,0,69.54843989889541
295,12003,Florida,Baker,0,69.54073890897239
2613,48241,Texas,Jasper,0,69.53588744027273
2360,46063,South Dakota,Harding,0,69.52353878531221
806,19095,Iowa,Iowa,0,69.5211714533399
1681,31123,Nebraska,Morrill,0,69.51870492082726
1005,21085,Kentucky,Grayson,0,69.5088768220215
459,13199,Georgia,Meriwether,0,69.50624524239447
1566,30005,Montana,Blaine,0,69.50428139778477
2456,47109,Tennessee,McNairy,0,69.49913841934872
716,18099,Indiana,Marshall,0,69.4932696273863
111,5057,Arkansas,Hempstead,0,69.49161453176241
910,20105,Kansas,Lincoln,0,69.48931262165517
493,13269,Georgia,Taylor,0,69.48643553517853
474,13231,Georgia,Pike,0,69.4849732479003
784,19051,Iowa,Davis,0,69.48438956330952
1576,30025,Montana,Fallon,0,69.47515706958487
61,1123,Alabama,Tallapoosa,0,69.47391273033459
1917,37121,North Carolina,Mitchell,0,69.47242413192201
2399,47005,Tennessee,Benton,0,69.46948776380401
2796,51011,Virginia,Appomattox,0,69.46915706757363
1707,31175,Nebraska,Valley,0,69.46823209850446
2677,48371,Texas,Pecos,0,69.45546218905149
1068,21213,Kentucky,Simpson,0,69.45396143985401
1448,28159,Mississippi,Winston,0,69.45099093685954
1032,21139,Kentucky,Livingston,0,69.44578196897604
2762,49033,Utah,Rich,0,69.43326465287807
1651,31063,Nebraska,Frontier,0,69.42648160193579
237,8039,Colorado,Elbert,0,69.42468985470805
2751,49011,Utah,Davis,0,69.42033984178725
1704,31169,Nebraska,Thayer,0,69.40216731660257
1085,22007,Louisiana,AssumptionParish,0,69.39401822309527
2995,55007,Wisconsin,Bayfield,0,69.39311446738978
250,8065,Colorado,Lake,0,69.39300231449285
655,17181,Illinois,Union,0,69.3914650720807
2625,48265,Texas,Kerr,0,69.38837703989178
96,5027,Arkansas,Columbia,0,69.38220887855705
2437,47081,Tennessee,Hickman,0,69.38161693007461
2674,48365,Texas,Panola,0,69.38125494811807
2857,51121,Virginia,Montgomery,0,69.36724140471043
871,20027,Kansas,Clay,0,69.36632636292745
2128,40061,Oklahoma,Haskell,0,69.35852282623736
2074,39129,Ohio,Pickaway,0,69.3578633571051
2790,51001,Virginia,Accomack,0,69.35750690241342
1307,27051,Minnesota,Grant,0,69.3574632396128
2514,48043,Texas,Brewster,0,69.35498875621428
2991,54109,West Virginia,Wyoming,0,69.35416875503718
71,4007,Arizona,Gila,0,69.35381219428119
1655,31071,Nebraska,Garfield,0,69.34871691437733
2073,39127,Ohio,Perry,0,69.34626310542727
1428,28119,Mississippi,Quitman,0,69.3379195165053
2989,54105,West Virginia,Wirt,0,69.33164001760689
742,18151,Indiana,Steuben,0,69.32506843261346
242,8049,Colorado,Grand,0,69.32008722215937
650,17173,Illinois,Shelby,0,69.31764932560156
501,13285,Georgia,Troup,0,69.3160377364803
2090,39161,Ohio,VanWert,0,69.31211422726241
1416,28095,Mississippi,Monroe,0,69.30576083779646
1402,28067,Mississippi,Jones,0,69.30404818343938
1365,27167,Minnesota,Wilkin,0,69.29809676164777
1074,21225,Kentucky,Union,0,69.29730350468742
1547,29205,Missouri,Shelby,0,69.29677130526144
465,13213,Georgia,Murray,0,69.2878564748937
2204,41057,Oregon,Tillamook,0,69.28774198235767
1078,21233,Kentucky,Webster,0,69.28753736423626
1580,30033,Montana,Garfield,0,69.28608330772083
2658,48333,Texas,Mills,0,69.28566515473206
262,8087,Colorado,Morgan,0,69.28528505662264
1800,36011,New York,Cayuga,0,69.27504969197051
2241,42059,Pennsylvania,Greene,0,69.27385667555444
81,4025,Arizona,Yavapai,0,69.26854266666075
441,13163,Georgia,Jefferson,0,69.26193101950074
1383,28029,Mississippi,Copiah,0,69.25175261015953
2339,46021,South Dakota,Campbell,0,69.24660260692318
2743,48503,Texas,Young,0,69.24538665053485
439,13159,Georgia,Jasper,0,69.24441046552235
2504,48023,Texas,Baylor,0,69.2419623564361
914,20115,Kansas,Marion,0,69.2361113125151
1543,29197,Missouri,Schuyler,0,69.2332181292401
656,17183,Illinois,Vermilion,0,69.22621870755322
364,13007,Georgia,Baker,0,69.22468805214118
230,8025,Colorado,Crowley,0,69.22163317194332
1268,26139,Michigan,Ottawa,0,69.22115288261409
540,16039,Idaho,Elmore,0,69.21836604193946
838,19159,Iowa,Ringgold,0,69.2126044184045
186,6055,California,Napa,0,69.20881337614769
2281,44005,Rhode Island,Newport,0,69.20736635151812
2356,46055,South Dakota,Haakon,0,69.20254740271274
1519,29137,Missouri,Monroe,0,69.19830669060227
1724,32021,Nevada,Mineral,0,69.19809513626647
2463,47133,Tennessee,Overton,0,69.19767301935683
937,20159,Kansas,Rice,0,69.1928450036733
1886,37059,North Carolina,Davie,0,69.18945397337927
2635,48285,Texas,Lavaca,0,69.18605650125816
1683,31127,Nebraska,Nemaha,0,69.18370763708016
1097,22031,Louisiana,DeSotoParish,0,69.1751375350244
2757,49023,Utah,Juab,0,69.17506563601228
1551,29186,Missouri,Ste.Genevieve,0,69.17456934079
16,1033,Alabama,Colbert,0,69.17344213545718
273,8109,Colorado,Saguache,0,69.17112586075443
1938,37163,North Carolina,Sampson,0,69.16341246891561
1340,27117,Minnesota,Pipestone,0,69.16215596837866
517,13317,Georgia,Wilkes,0,69.15945586157221
1213,26029,Michigan,Charlevoix,0,69.15868226674966
1658,31077,Nebraska,Greeley,0,69.1451632881552
616,17103,Illinois,Lee,0,69.14089393799416
595,17061,Illinois,Greene,0,69.14052217909047
210,6103,California,Tehama,0,69.139222907387
1648,31057,Nebraska,Dundy,0,69.13762892810132
363,13005,Georgia,Bacon,0,69.13656359185111
2908,53021,Washington,Franklin,0,69.13343748746632
804,19091,Iowa,Humboldt,0,69.1296329871739
3073,56019,Wyoming,Johnson,0,69.12664385236013
2804,51025,Virginia,Brunswick,0,69.12538607641986
1540,29179,Missouri,Reynolds,0,69.12173941119886
409,13099,Georgia,Early,0,69.11514473700903
437,13155,Georgia,Irwin,0,69.10759511537506
1100,22037,Louisiana,EastFelicianaParish,0,69.10618963451962
1000,21075,Kentucky,Fulton,0,69.10077258746954
1562,29227,Missouri,Worth,0,69.099596702032
2697,48411,Texas,SanSaba,0,69.09565722245051
685,18037,Indiana,Dubois,0,69.09422102219396
1606,30085,Montana,Roosevelt,0,69.09200802205518
2420,47047,Tennessee,Fayette,0,69.08808547509972
457,13189,Georgia,McDuffie,0,69.08776539496219
1841,36095,New York,Schoharie,0,69.0812054223883
1460,29019,Missouri,Boone,0,69.07224034189201
174,6033,California,Lake,0,69.069002033398
2746,49001,Utah,Beaver,0,69.06069554854471
1276,26149,Michigan,St.Joseph,0,69.05939284046542
2094,39169,Ohio,Wayne,0,69.05697986587263
2404,47015,Tennessee,Cannon,0,69.04616411385254
1039,21159,Kentucky,Martin,0,69.03798308059788
1310,27057,Minnesota,Hubbard,0,69.03794329028759
2559,48133,Texas,Eastland,0,69.02940352262303
279,8121,Colorado,Washington,0,69.02321165936775
2199,41047,Oregon,Marion,0,69.01610830471793
2136,40077,Oklahoma,Latimer,0,69.01362202669623
372,13023,Georgia,Bleckley,0,69.00751526057662
1201,26005,Michigan,Allegan,0,69.0061251402746
1229,26061,Michigan,Houghton,0,69.00245050251486
2290,45013,South Carolina,Beaufort,0,69.00091174131106
2207,41063,Oregon,Wallowa,0,68.99806975561256
369,13017,Georgia,BenHill,0,68.99471656698397
1762,35003,New Mexico,Catron,0,68.99211656095112
1514,29119,Missouri,McDonald,0,68.98511821520783
1933,37153,North Carolina,Richmond,0,68.98505685882661
205,6093,California,Siskiyou,0,68.98095394154957
2633,48281,Texas,Lampasas,0,68.97753222261515
2829,51071,Virginia,Giles,0,68.97453356999746
2131,40067,Oklahoma,Jefferson,0,68.96588639633674
1359,27155,Minnesota,Traverse,0,68.96490469152184
867,20019,Kansas,Chautauqua,0,68.9623701463291
137,5109,Arkansas,Pike,0,68.9586478957279
659,17189,Illinois,Washington,0,68.94841632106231
2695,48407,Texas,SanJacinto,0,68.94607623076396
1877,37041,North Carolina,Chowan,0,68.9405643496517
8,1017,Alabama,Chambers,0,68.92997082959018
2379,46101,South Dakota,Moody,0,68.92862132257599
2824,51063,Virginia,Floyd,0,68.9267758280801
1749,34019,New Jersey,Hunterdon,0,68.91613427087788
2440,47087,Tennessee,Jackson,0,68.91280032448273
965,21005,Kentucky,Anderson,0,68.91218268158065
1227,26057,Michigan,Gratiot,0,68.9118922319794
886,20057,Kansas,Ford,0,68.9069526456921
857,19197,Iowa,Wright,0,68.89728080384319
2944,54015,West Virginia,Clay,0,68.89449034036134
2119,40043,Oklahoma,Dewey,0,68.88421232736283
1796,36003,New York,Allegany,0,68.88215192803034
1891,37069,North Carolina,Franklin,0,68.88179170356867
2862,51131,Virginia,Northampton,0,68.87939866498127
1266,26135,Michigan,Oscoda,0,68.87682975290365
1744,34009,New Jersey,CapeMay,0,68.8710007309946
925,20135,Kansas,Ness,0,68.87099401738726
2620,48255,Texas,Karnes,0,68.86916387481166
1989,38065,North Dakota,Oliver,0,68.86747960267273
2696,48409,Texas,SanPatricio,0,68.86678263811659
1135,22107,Louisiana,TensasParish,0,68.86582186004469
1902,37091,North Carolina,Hertford,0,68.86514545398934
132,5099,Arkansas,Nevada,0,68.85757026786467
1293,27023,Minnesota,Chippewa,0,68.85526322314165
1939,37165,North Carolina,Scotland,0,68.84403320113199
1057,21191,Kentucky,Pendleton,0,68.83850049368422
1043,21149,Kentucky,McLean,0,68.83148929669368
2916,53037,Washington,Kittitas,0,68.8269617729351
2419,47045,Tennessee,Dyer,0,68.82654649152946
370,13019,Georgia,Berrien,0,68.82097325691338
1056,21189,Kentucky,Owsley,0,68.81696853669936
2067,39115,Ohio,Morgan,0,68.81509636106563
2714,48445,Texas,Terry,0,68.81067141839966
2384,46109,South Dakota,Roberts,0,68.79815811916944
2809,51035,Virginia,Carroll,0,68.794905438598
2805,51027,Virginia,Buchanan,0,68.7866641451666
2203,41055,Oregon,Sherman,0,68.78141591760398
1700,31161,Nebraska,Sheridan,0,68.76909069243993
1716,32005,Nevada,Douglas,0,68.76859952168206
212,6107,California,Tulare,0,68.76763547154084
2225,42027,Pennsylvania,Centre,0,68.76689800768848
675,18017,Indiana,Cass,0,68.76236852683202
1856,36123,New York,Yates,0,68.76055070069836
2570,48155,Texas,Foard,0,68.74912447754204
2619,48253,Texas,Jones,0,68.73243348799288
2977,54081,West Virginia,Raleigh,0,68.7295454349331
1156,23019,Maine,Penobscot,0,68.72715007294133
680,18027,Indiana,Daviess,0,68.72590594289338
2845,51101,Virginia,KingWilliam,0,68.72121144399537
2427,47061,Tennessee,Grundy,0,68.71796024302725
2187,41025,Oregon,Harney,0,68.71430627738862
1977,38041,North Dakota,Hettinger,0,68.71103292082029
95,5025,Arkansas,Cleveland,0,68.70990643433822
70,4005,Arizona,Coconino,0,68.70839360898132
3010,55037,Wisconsin,Florence,0,68.69963569658279
1128,22093,Louisiana,St.JamesParish,0,68.69546400199356
1546,29203,Missouri,Shannon,0,68.69537198200811
1303,27043,Minnesota,Faribault,0,68.69488443832009
236,8037,Colorado,Eagle,0,68.68408069840739
124,5083,Arkansas,Logan,0,68.66639928731671
2537,48089,Texas,Colorado,0,68.66308445253199
2490,47185,Tennessee,White,0,68.66064642580199
505,13293,Georgia,Upson,0,68.65964777807552
926,20137,Kansas,Norton,0,68.65452302255935
2645,48313,Texas,Madison,0,68.65135597868583
461,13205,Georgia,Mitchell,0,68.64972649334639
1586,30045,Montana,JudithBasin,0,68.64706974613495
2386,46111,South Dakota,Sanborn,0,68.6466541840532
1001,21077,Kentucky,Gallatin,0,68.64400232028636
1544,29199,Missouri,Scotland,0,68.64344681766944
567,17005,Illinois,Bond,0,68.6406575583744
2100,40005,Oklahoma,Atoka,0,68.64049843873438
2529,48073,Texas,Cherokee,0,68.63640204687624
2161,40127,Oklahoma,Pushmataha,0,68.63607250946825
1017,21109,Kentucky,Jackson,0,68.6357279296568
1049,21175,Kentucky,Morgan,0,68.63213297699545
268,8099,Colorado,Prowers,0,68.6304395428151
2681,48379,Texas,Rains,0,68.62711969033329
1609,30091,Montana,Sheridan,0,68.62499164297635
39,1079,Alabama,Lawrence,0,68.62193219039973
1358,27153,Minnesota,Todd,0,68.6142089726096
148,5133,Arkansas,Sevier,0,68.61250126888777
1536,29171,Missouri,Putnam,0,68.60783113218353
1832,36075,New York,Oswego,0,68.60443969709685
1286,27009,Minnesota,Benton,0,68.59828042038293
2580,48175,Texas,Goliad,0,68.58528287619167
958,20201,Kansas,Washington,0,68.58246537115518
1212,26027,Michigan,Cass,0,68.57746195916009
1602,30077,Montana,Powell,0,68.57534014392701
4,1009,Alabama,Blount,0,68.56727302961643
620,17117,Illinois,Macoupin,0,68.5631903588428
1360,27157,Minnesota,Wabasha,0,68.56235824434052
523,16007,Idaho,BearLake,0,68.5593063424978
2409,47025,Tennessee,Claiborne,0,68.55804731281687
2473,47153,Tennessee,Sequatchie,0,68.55311727073654
1329,27095,Minnesota,MilleLacs,0,68.54659090747757
62,1125,Alabama,Tuscaloosa,0,68.53576977103003
1955,37197,North Carolina,Yadkin,0,68.52563051226154
901,20087,Kansas,Jefferson,0,68.51885702108811
2268,42113,Pennsylvania,Sullivan,0,68.51378477893061
211,6105,California,Trinity,0,68.5120324152253
2229,42035,Pennsylvania,Clinton,0,68.51058375978377
1862,37011,North Carolina,Avery,0,68.50893100093151
982,21039,Kentucky,Carlisle,0,68.50543985955228
2910,53025,Washington,Grant,0,68.50283177313155
377,13033,Georgia,Burke,0,68.50241238016379
891,20067,Kansas,Grant,0,68.4859735531567
805,19093,Iowa,Ida,0,68.4856740143095
617,17105,Illinois,Livingston,0,68.48062916851623
3080,56033,Wyoming,Sheridan,0,68.48010222356984
2807,51031,Virginia,Campbell,0,68.47965324535828
736,18139,Indiana,Rush,0,68.47860134251687
571,17013,Illinois,Calhoun,0,68.47081844218611
1095,22027,Louisiana,ClaiborneParish,0,68.46989702091247
2699,48415,Texas,Scurry,0,68.46419172586847
2639,48293,Texas,Limestone,0,68.46231508290872
2939,54005,West Virginia,Boone,0,68.45698218650041
2447,47101,Tennessee,Lewis,0,68.45588362814273
2489,47183,Tennessee,Weakley,0,68.45430916612646
2526,48067,Texas,Cass,0,68.45353802212318
2277,42131,Pennsylvania,Wyoming,0,68.44358470993906
1346,27129,Minnesota,Renville,0,68.4433007006086
2795,51009,Virginia,Amherst,0,68.43562167502107
272,8107,Colorado,Routt,0,68.43407601727424
2558,48131,Texas,Duval,0,68.43384161217047
2921,53047,Washington,Okanogan,0,68.43323143311453
1238,26079,Michigan,Kalkaska,0,68.43203311017824
1342,27121,Minnesota,Pope,0,68.42951366343986
542,16043,Idaho,Fremont,0,68.42701363945713
287,9011,Connecticut,NewLondon,0,68.41313696897502
123,5081,Arkansas,LittleRiver,0,68.41297632061293
1401,28065,Mississippi,JeffersonDavis,0,68.40688714939662
2536,48087,Texas,Collingsworth,0,68.40641643179467
119,5073,Arkansas,Lafayette,0,68.4036357357735
231,8027,Colorado,Custer,0,68.39442417167201
845,19173,Iowa,Taylor,0,68.37680827386976
888,20061,Kansas,Geary,0,68.37169398476455
2594,48203,Texas,Harrison,0,68.36738893966819
2578,48171,Texas,Gillespie,0,68.366385164832
718,18103,Indiana,Miami,0,68.36599769329187
103,5041,Arkansas,Desha,0,68.36389158274602
630,17131,Illinois,Mercer,0,68.35724235886553
3030,55077,Wisconsin,Marquette,0,68.3558289532197
875,20035,Kansas,Cowley,0,68.35507894149406
2567,48149,Texas,Fayette,0,68.35183836303649
2693,48403,Texas,Sabine,0,68.34200808255544
1894,37075,North Carolina,Graham,0,68.34141103774444
598,17067,Illinois,Hancock,0,68.34089901416117
2046,39073,Ohio,Hocking,0,68.34015314241225
2865,51137,Virginia,Orange,0,68.338992007215
638,17147,Illinois,Piatt,0,68.33707741677085
126,5087,Arkansas,Madison,0,68.32997204795441
558,16075,Idaho,Payette,0,68.32973097351517
1581,30035,Montana,Glacier,0,68.32945212259489
1483,29065,Missouri,Dent,0,68.32901767591532
500,13283,Georgia,Treutlen,0,68.32798728277102
2450,47111,Tennessee,Macon,0,68.32084368397118
1445,28153,Mississippi,Wayne,0,68.3188658786058
1518,29135,Missouri,Moniteau,0,68.31253177987455
2124,40053,Oklahoma,Grant,0,68.30966816282114
803,19089,Iowa,Howard,0,68.30915591708391
2065,39111,Ohio,Monroe,0,68.30464592494752
1610,30093,Montana,SilverBow,0,68.30388901267705
951,20187,Kansas,Stanton,0,68.30256123691862
455,13195,Georgia,Madison,0,68.30014216552746
2740,48497,Texas,Wise,0,68.29965358304261
2867,51141,Virginia,Patrick,0,68.29518721235986
2,1005,Alabama,Barbour,0,68.29059441817375
637,17145,Illinois,Perry,0,68.28858459629858
844,19171,Iowa,Tama,0,68.28673501919434
1731,33003,New Hampshire,Carroll,0,68.28559669697046
1313,27063,Minnesota,Jackson,0,68.28165409404447
2408,47023,Tennessee,Chester,0,68.28100594194487
1799,36009,New York,Cattaraugus,0,68.27646500645916
2920,53045,Washington,Mason,0,68.2720814322728
2716,48449,Texas,Titus,0,68.26917024116244
253,8069,Colorado,Larimer,0,68.25793574145638
677,18021,Indiana,Clay,0,68.25467603471279
1065,21207,Kentucky,Russell,0,68.25249055682919
11,1023,Alabama,Choctaw,0,68.24304756636266
1147,23003,Maine,Aroostook,0,68.24169153400432
686,18039,Indiana,Elkhart,0,68.23895448401613
264,8091,Colorado,Ouray,0,68.22769200821577
1481,29061,Missouri,Daviess,0,68.22525562007358
2719,48455,Texas,Trinity,0,68.22448312527494
202,6087,California,SantaCruz,0,68.22028575069838
815,19113,Iowa,Linn,0,68.21790825645895
1750,34021,New Jersey,Mercer,0,68.20760210498324
2374,46089,South Dakota,McPherson,0,68.1997710168677
541,16041,Idaho,Franklin,0,68.19969589635652
35,1071,Alabama,Jackson,0,68.19962850078585
907,20099,Kansas,Labette,0,68.19783099572895
1371,28005,Mississippi,Amite,0,68.19655031283591
1813,36037,New York,Genesee,0,68.19421755401879
1767,35011,New Mexico,DeBaca,0,68.19416815791193
1033,21141,Kentucky,Logan,0,68.19386216126519
539,16037,Idaho,Custer,0,68.17919986647864
1291,27019,Minnesota,Carver,0,68.17613806160297
810,19103,Iowa,Johnson,0,68.17435606434249
1024,21123,Kentucky,Larue,0,68.16740084704371
534,16027,Idaho,Canyon,0,68.1608397033549
248,8061,Colorado,Kiowa,0,68.15797691253952
1426,28115,Mississippi,Pontotoc,0,68.15581784223525
1206,26015,Michigan,Barry,0,68.15348339338132
1225,26053,Michigan,Gogebic,0,68.15120486432899
157,5149,Arkansas,Yell,0,68.14982015682229
1615,30103,Montana,Treasure,0,68.14218512641959
178,6041,California,Marin,0,68.13709969249645
1387,28037,Mississippi,Franklin,0,68.11877277979464
1694,31149,Nebraska,Rock,0,68.11780667218686
1192,25015,Massachusetts,Hampshire,0,68.11618590919349
2357,46057,South Dakota,Hamlin,0,68.1146439602822
2720,48457,Texas,Tyler,0,68.11234298932825
2880,51169,Virginia,Scott,0,68.10928018685635
799,19081,Iowa,Hancock,0,68.10691622129377
1248,26099,Michigan,Macomb,0,68.10429769541426
622,17121,Illinois,Marion,0,68.10361628331589
2366,46075,South Dakota,Jones,0,68.09770918672578
1103,22043,Louisiana,GrantParish,0,68.09740880117234
2318,45065,South Carolina,McCormick,0,68.09372480036156
2048,39077,Ohio,Huron,0,68.0905876827605
3013,55043,Wisconsin,Grant,0,68.08828516563527
484,13251,Georgia,Screven,0,68.0882837380926
1982,38051,North Dakota,McIntosh,0,68.08293893347431
1269,26141,Michigan,PresqueIsle,0,68.08146386110954
720,18107,Indiana,Montgomery,0,68.07978321154819
1442,28147,Mississippi,Walthall,0,68.07670506774755
1569,30011,Montana,Carter,0,68.07006800106869
226,8017,Colorado,Cheyenne,0,68.0686191525506
777,19037,Iowa,Chickasaw,0,68.06560760715372
2439,47085,Tennessee,Humphreys,0,68.05800061099289
2168,40141,Oklahoma,Tillman,0,68.04762473783997
551,16061,Idaho,Lewis,0,68.03678477778476
672,18011,Indiana,Boone,0,68.03670628824952
2539,48093,Texas,Comanche,0,68.03267413124644
2002,38091,North Dakota,Steele,0,68.02919315568701
731,18129,Indiana,Posey,0,68.02287050134849
1241,26085,Michigan,Lake,0,68.01826975572006
1002,21079,Kentucky,Garrard,0,68.00312903799556
2888,51183,Virginia,Sussex,0,68.00068535758527
763,19009,Iowa,Audubon,0,68.00047567575032
1243,26089,Michigan,Leelanau,0,67.99233077088293
1897,37081,North Carolina,Guilford,0,67.99169518515559
2545,48105,Texas,Crockett,0,67.98856947097921
2037,39055,Ohio,Geauga,0,67.98676971177495
337,12087,Florida,Monroe,0,67.97786869103169
1375,28013,Mississippi,Calhoun,0,67.96618891460747
657,17185,Illinois,Wabash,0,67.96566394505813
2637,48289,Texas,Leon,0,67.95439054629342
734,18135,Indiana,Randolph,0,67.95193304734177
2547,48109,Texas,Culberson,0,67.94271217231768
702,18071,Indiana,Jackson,0,67.93475775867444
603,17077,Illinois,Jackson,0,67.92758771850906
2442,47091,Tennessee,Johnson,0,67.92230815627306
397,13075,Georgia,Cook,0,67.90120594571076
2685,48387,Texas,RedRiver,0,67.89394427554264
2575,48165,Texas,Gaines,0,67.89066228557387
454,13193,Georgia,Macon,0,67.87546232882791
1397,28057,Mississippi,Itawamba,0,67.87490554217153
358,12129,Florida,Wakulla,0,67.87218731768391
2686,48389,Texas,Reeves,0,67.86367305428733
2465,47137,Tennessee,Pickett,0,67.86220331324645
1052,21181,Kentucky,Nicholas,0,67.86200624726031
1479,29057,Missouri,Dade,0,67.8531849861946
52,1105,Alabama,Perry,0,67.85136929318917
246,8057,Colorado,Jackson,0,67.84702839222896
2480,47167,Tennessee,Tipton,0,67.83847978082814
864,20013,Kansas,Brown,0,67.83736245129062
955,20195,Kansas,Trego,0,67.83445989107048
1060,21197,Kentucky,Powell,0,67.8332741685647
306,12027,Florida,DeSoto,0,67.82858092749089
2783,50015,Vermont,Lamoille,0,67.82774625098061
1054,21185,Kentucky,Oldham,0,67.82742227464674
905,20095,Kansas,Kingman,0,67.82035554199958
1665,31091,Nebraska,Hooker,0,67.8178845340501
2672,48361,Texas,Orange,0,67.81330745290826
985,21045,Kentucky,Casey,0,67.80511796598303
737,18143,Indiana,Scott,0,67.8031263498765
1255,26113,Michigan,Missaukee,0,67.80182148912046
26,1053,Alabama,Escambia,0,67.8013338072033
2799,51017,Virginia,Bath,0,67.80085957756302
1380,28023,Mississippi,Clarke,0,67.78683227838805
2081,39143,Ohio,Sandusky,0,67.77570319786392
2541,48097,Texas,Cooke,0,67.76833247858958
3066,56005,Wyoming,Campbell,0,67.75206660136128
109,5053,Arkansas,Grant,0,67.74845094474293
2509,48033,Texas,Borden,0,67.73919312943
706,18079,Indiana,Jennings,0,67.7346958354347
973,21021,Kentucky,Boyle,0,67.72339877488061
2745,48507,Texas,Zavala,0,67.71037760168802
1878,37043,North Carolina,Clay,0,67.69193178268912
225,8015,Colorado,Chaffee,0,67.68907237823156
1686,31133,Nebraska,Pawnee,0,67.68773491110109
354,12121,Florida,Suwannee,0,67.6876333908919
88,5011,Arkansas,Bradley,0,67.68008792692034
1860,37007,North Carolina,Anson,0,67.67789506645852
921,20127,Kansas,Morris,0,67.67707609801661
940,20165,Kansas,Rush,0,67.66937469251724
2472,47151,Tennessee,Scott,0,67.65444709274347
919,20123,Kansas,Mitchell,0,67.64891558256406
2581,48177,Texas,Gonzales,0,67.64308858691706
2646,48315,Texas,Marion,0,67.63858780251181
1654,31069,Nebraska,Garden,0,67.63246281747846
440,13161,Georgia,JeffDavis,0,67.62653049248111
1419,28101,Mississippi,Newton,0,67.62248172407799
1381,28025,Mississippi,Clay,0,67.61765676821176
1910,37107,North Carolina,Lenoir,0,67.6170702798803
2197,41045,Oregon,Malheur,0,67.6094873857646
3067,56007,Wyoming,Carbon,0,67.60275530957311
667,18001,Indiana,Adams,0,67.59260415273499
33,1067,Alabama,Henry,0,67.57492450118251
2585,48185,Texas,Grimes,0,67.57367520724544
1950,37187,North Carolina,Washington,0,67.57225725271134
644,17159,Illinois,Richland,0,67.57210530206132
1099,22035,Louisiana,EastCarrollParish,0,67.57026363690954
41,1083,Alabama,Limestone,0,67.56740617166159
24,1049,Alabama,DeKalb,0,67.56424552343215
843,19169,Iowa,Story,0,67.55305073043361
1334,27105,Minnesota,Nobles,0,67.54863747511726
2550,48115,Texas,Dawson,0,67.5398735241361
277,8117,Colorado,Summit,0,67.53896305124093
22,1045,Alabama,Dale,0,67.52706340310209
927,20139,Kansas,Osage,0,67.51358702468215
2701,48419,Texas,Shelby,0,67.50771393785607
2589,48193,Texas,Hamilton,0,67.48880576914807
682,18031,Indiana,Decatur,0,67.46243028425283
3038,55091,Wisconsin,Pepin,0,67.43834356333444
743,18153,Indiana,Sullivan,0,67.43507774626025
431,13143,Georgia,Haralson,0,67.424459156327
2648,48319,Texas,Mason,0,67.42189544901666
469,13221,Georgia,Oglethorpe,0,67.40823855559684
216,6115,California,Yuba,0,67.40257434149896
160,6005,California,Amador,0,67.40192599923566
993,21061,Kentucky,Edmonson,0,67.39656741608583
443,13167,Georgia,Johnson,0,67.39367429710302
229,8023,Colorado,Costilla,0,67.39018181770595
1332,27101,Minnesota,Murray,0,67.38692948930797
900,20085,Kansas,Jackson,0,67.37823986182639
3,1007,Alabama,Bibb,0,67.3668036520664
2663,48343,Texas,Morris,0,67.36265796523033
1153,23015,Maine,Lincoln,0,67.3624792532465
1859,37005,North Carolina,Alleghany,0,67.35940904833599
1157,23021,Maine,Piscataquis,0,67.35904253495228
1431,28125,Mississippi,Sharkey,0,67.35878542402183
2458,47123,Tennessee,Monroe,0,67.3543623660063
1088,22013,Louisiana,BienvilleParish,0,67.35116374210546
1319,27075,Minnesota,Lake,0,67.34348980075787
2873,51149,Virginia,PrinceGeorge,0,67.34307707948646
55,1111,Alabama,Randolph,0,67.3385601250324
1424,28111,Mississippi,Perry,0,67.3368126558712
2971,54069,West Virginia,Ohio,0,67.31577914739113
1328,27093,Minnesota,Meeker,0,67.31558055638898
1951,37189,North Carolina,Watauga,0,67.31112611497512
1124,22085,Louisiana,SabineParish,0,67.29367831902422
842,19167,Iowa,Sioux,0,67.28956126980515
2975,54077,West Virginia,Preston,0,67.28446522384715
550,16059,Idaho,Lemhi,0,67.27978702266742
2875,51155,Virginia,Pulaski,0,67.2764687382049
387,13055,Georgia,Chattooga,0,67.2748945458202
691,18049,Indiana,Fulton,0,67.27235471837156
181,6047,California,Merced,0,67.2704046566633
1618,30109,Montana,Wibaux,0,67.26613441768617
2680,48377,Texas,Presidio,0,67.26024312168319
2497,48009,Texas,Archer,0,67.25709458239366
1408,28079,Mississippi,Leake,0,67.25587255057567
