,FIPS,State,County,MF_exist,location_score
1505,29109,Missouri,Lawrence,0,73.10952473837729
612,17095,Illinois,Knox,0,73.10871826057992
970,21015,Kentucky,Boone,0,73.10723633682554
2446,47099,Tennessee,Lawrence,0,73.10485742913578
1535,29169,Missouri,Pulaski,0,73.09977239204255
1096,22029,Louisiana,ConcordiaParish,0,73.09736364370761
418,13117,Georgia,Forsyth,0,73.09597138607876
1941,37169,North Carolina,Stokes,0,73.09442972176413
1274,26155,Michigan,Shiawassee,0,73.09327763314913
1488,29075,Missouri,Gentry,0,73.09266313453057
1458,29015,Missouri,Benton,0,73.0870542305406
1138,22113,Louisiana,VermilionParish,0,73.08675061118196
1480,29059,Missouri,Dallas,0,73.08429458000656
1425,28113,Mississippi,Pike,0,73.0828253539752
2950,54027,West Virginia,Hampshire,0,73.0810111848597
1050,21177,Kentucky,Muhlenberg,0,73.07839565974514
785,19053,Iowa,Decatur,0,73.07619508915354
2990,54107,West Virginia,Wood,0,73.06972576741404
721,18109,Indiana,Morgan,0,73.06790124991687
3016,55049,Wisconsin,Iowa,0,73.05618654425211
811,19105,Iowa,Jones,0,73.05179047039073
2272,42121,Pennsylvania,Venango,0,73.04660986093975
1299,27035,Minnesota,CrowWing,0,73.04252480661899
2414,47035,Tennessee,Cumberland,0,73.03623061767092
3019,55055,Wisconsin,Jefferson,0,73.02778887649688
696,18059,Indiana,Hancock,0,73.0212706066118
1567,30007,Montana,Broadwater,0,73.01253659786808
2111,40027,Oklahoma,Cleveland,0,73.0116270949135
3048,55113,Wisconsin,Sawyer,0,73.00692078317698
1845,36101,New York,Steuben,0,73.00223230708916
1620,31001,Nebraska,Adams,0,72.99903330952971
383,13047,Georgia,Catoosa,0,72.99759330757803
2175,41001,Oregon,Baker,0,72.99746992825622
141,5117,Arkansas,Prairie,0,72.98764139432373
776,19035,Iowa,Cherokee,0,72.98447588922565
2348,46039,South Dakota,Deuel,0,72.98217823136824
766,19015,Iowa,Boone,0,72.97369654735263
1697,31155,Nebraska,Saunders,0,72.97023996879425
932,20149,Kansas,Pottawatomie,0,72.96370685712087
1574,30021,Montana,Dawson,0,72.96017872071407
2145,40089,Oklahoma,McCurtain,0,72.9557382364808
2601,48217,Texas,Hill,0,72.9521797152255
2012,39005,Ohio,Ashland,0,72.95100233833939
771,19025,Iowa,Calhoun,0,72.94930733912737
2392,46125,South Dakota,Turner,0,72.94220412461497
2024,39029,Ohio,Columbiana,0,72.94037414085753
2352,46047,South Dakota,FallRiver,0,72.93854280737158
239,8043,Colorado,Fremont,0,72.9367600376133
1935,37157,North Carolina,Rockingham,0,72.93413399939914
497,13277,Georgia,Tift,0,72.92185704855856
1132,22101,Louisiana,St.MaryParish,0,72.91083616282702
1678,31119,Nebraska,Madison,0,72.90669142459794
2599,48213,Texas,Henderson,0,72.90034288014576
610,17091,Illinois,Kankakee,0,72.89778434242653
2042,39065,Ohio,Hardin,0,72.89522580179238
1476,29051,Missouri,Cole,0,72.89439955056541
2300,45033,South Carolina,Dillon,0,72.88405730887165
2665,48347,Texas,Nacogdoches,0,72.88006177440336
1577,30027,Montana,Fergus,0,72.87936450443421
2271,42119,Pennsylvania,Union,0,72.87850202699023
1690,31141,Nebraska,Platte,0,72.87244607557462
1112,22061,Louisiana,LincolnParish,0,72.85950496382206
218,8003,Colorado,Alamosa,0,72.85845720963346
949,20183,Kansas,Smith,0,72.85746857263173
2138,40081,Oklahoma,Lincoln,0,72.85631225855305
2086,39153,Ohio,Summit,0,72.85583169935549
1880,37047,North Carolina,Columbus,0,72.85083357807953
2358,46059,South Dakota,Hand,0,72.84925357589404
1232,26067,Michigan,Ionia,0,72.8484809644819
1337,27111,Minnesota,OtterTail,0,72.84494301150232
3003,55023,Wisconsin,Crawford,0,72.84315994700177
1022,21119,Kentucky,Knott,0,72.83632309702202
2690,48397,Texas,Rockwall,0,72.83098148673544
654,17179,Illinois,Tazewell,0,72.82830324942238
1769,35015,New Mexico,Eddy,0,72.822799276246
1092,22021,Louisiana,CaldwellParish,0,72.82122245827894
1087,22011,Louisiana,BeauregardParish,0,72.81876053689957
579,17029,Illinois,Coles,0,72.81669775759156
2008,38103,North Dakota,Wells,0,72.81467273424444
1829,36069,New York,Ontario,0,72.81361067663408
1163,24001,Maryland,Allegany,0,72.8128774806514
2649,48321,Texas,Matagorda,0,72.8107109815126
2270,42117,Pennsylvania,Tioga,0,72.80642392919411
2180,41011,Oregon,Coos,0,72.8045021345009
1493,29085,Missouri,Hickory,0,72.80345085502901
2171,40147,Oklahoma,Washington,0,72.80220542324756
1919,37125,North Carolina,Moore,0,72.7954919775732
3005,55027,Wisconsin,Dodge,0,72.79401915861564
1988,38063,North Dakota,Nelson,0,72.78295046500763
3029,55075,Wisconsin,Marinette,0,72.77622397122977
1006,21087,Kentucky,Green,0,72.77402847866618
1636,31033,Nebraska,Cheyenne,0,72.77366097468743
1660,31081,Nebraska,Hamilton,0,72.77340785199186
323,12061,Florida,IndianRiver,0,72.77057508339232
102,5039,Arkansas,Dallas,0,72.76453751416842
548,16055,Idaho,Kootenai,0,72.7592571896769
2406,47019,Tennessee,Carter,0,72.7585538014982
2157,40119,Oklahoma,Payne,0,72.75806337540807
1427,28117,Mississippi,Prentiss,0,72.75666957052677
2165,40135,Oklahoma,Sequoyah,0,72.75553745091479
2231,42039,Pennsylvania,Crawford,0,72.7489228467602
2391,46123,South Dakota,Tripp,0,72.7448387780679
2305,45043,South Carolina,Georgetown,0,72.73873766909233
139,5113,Arkansas,Polk,0,72.73756719596653
2205,41059,Oregon,Umatilla,0,72.7373806989463
3020,55057,Wisconsin,Juneau,0,72.7367557744873
2970,54067,West Virginia,Nicholas,0,72.73586060267083
1782,35037,New Mexico,Quay,0,72.72901837495175
2224,42025,Pennsylvania,Carbon,0,72.72663661266192
839,19161,Iowa,Sac,0,72.72353142130325
510,13303,Georgia,Washington,0,72.7226821942766
2137,40079,Oklahoma,LeFlore,0,72.71721784224555
2759,49027,Utah,Millard,0,72.71660196891877
2051,39083,Ohio,Knox,0,72.71507674876455
813,19109,Iowa,Kossuth,0,72.71219043317862
2901,53007,Washington,Chelan,0,72.70949736847552
708,18083,Indiana,Knox,0,72.70935583253682
774,19031,Iowa,Cedar,0,72.70908692924712
848,19179,Iowa,Wapello,0,72.70780843890105
2891,51187,Virginia,Warren,0,72.70466446410244
1867,37021,North Carolina,Buncombe,0,72.70452907001903
58,1115,Alabama,St.Clair,0,72.7022139934401
1774,35025,New Mexico,Lea,0,72.70216154355604
1326,27091,Minnesota,Martin,0,72.6972295181979
2029,39039,Ohio,Defiance,0,72.69605443052849
2966,54059,West Virginia,Mingo,0,72.69337914343252
1067,21211,Kentucky,Shelby,0,72.69166022144424
2208,41065,Oregon,Wasco,0,72.68669481153503
1235,26073,Michigan,Isabella,0,72.68502604292529
3000,55017,Wisconsin,Chippewa,0,72.68441222685473
2872,51147,Virginia,PrinceEdward,0,72.68193025635313
1573,30019,Montana,Daniels,0,72.68014630139231
1119,22075,Louisiana,PlaqueminesParish,0,72.67860874754543
834,19151,Iowa,Pocahontas,0,72.67468800265485
2010,39001,Ohio,Adams,0,72.67458025839598
3015,55047,Wisconsin,GreenLake,0,72.66497021958432
2855,51117,Virginia,Mecklenburg,0,72.66201356159488
21,1043,Alabama,Cullman,0,72.66118330553259
1617,30107,Montana,Wheatland,0,72.65363964310531
2227,42031,Pennsylvania,Clarion,0,72.65127815204066
1633,31027,Nebraska,Cedar,0,72.64213029466927
3044,55103,Wisconsin,Richland,0,72.64024718101012
349,12115,Florida,Sarasota,0,72.63678162597282
2158,40121,Oklahoma,Pittsburg,0,72.63139186513871
1621,31003,Nebraska,Antelope,0,72.63108060200535
2911,53027,Washington,GraysHarbor,0,72.62868126343356
1073,21223,Kentucky,Trimble,0,72.62838642579973
415,13111,Georgia,Fannin,0,72.62486569901485
1350,27139,Minnesota,Scott,0,72.62097555220588
1495,29089,Missouri,Howard,0,72.6207382092272
751,18169,Indiana,Wabash,0,72.61996012453685
1242,26087,Michigan,Lapeer,0,72.61804901486018
2061,39103,Ohio,Medina,0,72.61574894822272
2604,48223,Texas,Hopkins,0,72.60903648449869
1094,22025,Louisiana,CatahoulaParish,0,72.60527043800104
1985,38057,North Dakota,Mercer,0,72.59981237121137
602,17075,Illinois,Iroquois,0,72.59164274186651
2080,39141,Ohio,Ross,0,72.58647533595031
1311,27059,Minnesota,Isanti,0,72.58380900619784
2412,47031,Tennessee,Coffee,0,72.57038851077957
819,19121,Iowa,Madison,0,72.56830697680141
2117,40039,Oklahoma,Custer,0,72.56805499254145
1635,31031,Nebraska,Cherry,0,72.56680066707469
169,6023,California,Humboldt,0,72.55794401001214
2592,48199,Texas,Hardin,0,72.55276306922619
2513,48041,Texas,Brazos,0,72.5508356408622
136,5107,Arkansas,Phillips,0,72.54936834894157
2036,39053,Ohio,Gallia,0,72.54483791571877
494,13271,Georgia,Telfair,0,72.53464137639124
402,13085,Georgia,Dawson,0,72.53359086970238
855,19193,Iowa,Woodbury,0,72.52001388038511
1594,30061,Montana,Mineral,0,72.5162974391152
38,1077,Alabama,Lauderdale,0,72.51158914965292
2331,46005,South Dakota,Beadle,0,72.5106030036606
2340,46023,South Dakota,CharlesMix,0,72.50693123800191
1437,28137,Mississippi,Tate,0,72.50049311123996
1473,29045,Missouri,Clark,0,72.49990803950361
797,19077,Iowa,Guthrie,0,72.49362706439632
1538,29175,Missouri,Randolph,0,72.49046280590869
1501,29101,Missouri,Johnson,0,72.48918967975237
2752,49013,Utah,Duchesne,0,72.48848107421755
2758,49025,Utah,Kane,0,72.48837790491952
3060,55135,Wisconsin,Waupaca,0,72.48708737849962
1613,30099,Montana,Teton,0,72.48454013815648
897,20079,Kansas,Harvey,0,72.48452111595715
1079,21235,Kentucky,Whitley,0,72.48198974991394
1295,27027,Minnesota,Clay,0,72.47958357415901
1664,31089,Nebraska,Holt,0,72.47919179480375
583,17037,Illinois,DeKalb,0,72.47845642469419
1929,37145,North Carolina,Person,0,72.47831379008913
841,19165,Iowa,Shelby,0,72.47703302214578
1710,31181,Nebraska,Webster,0,72.47664796874803
2753,49015,Utah,Emery,0,72.47427201953396
426,13133,Georgia,Greene,0,72.46389795768076
2985,54097,West Virginia,Upshur,0,72.45590134263284
189,6061,California,Placer,0,72.45257411600721
1474,29047,Missouri,Clay,0,72.45093509820957
83,5001,Arkansas,Arkansas,0,72.44977376466952
1692,31145,Nebraska,RedWillow,0,72.44313347329351
2495,48005,Texas,Angelina,0,72.440648315822
1863,37013,North Carolina,Beaufort,0,72.4397733345883
2621,48257,Texas,Kaufman,0,72.43635258781867
1436,28135,Mississippi,Tallahatchie,0,72.43551718765798
2798,51015,Virginia,Augusta,0,72.42884465974525
2266,42109,Pennsylvania,Snyder,0,72.4211828356834
2747,49003,Utah,BoxElder,0,72.41880045952959
3057,55129,Wisconsin,Washburn,0,72.41705879045938
1185,25001,Massachusetts,Barnstable,0,72.4156978808339
2586,48187,Texas,Guadalupe,0,72.40547444090295
933,20151,Kansas,Pratt,0,72.39544094572356
151,5137,Arkansas,Stone,0,72.39025816016823
2941,54009,West Virginia,Brooke,0,72.3900890529155
2785,50019,Vermont,Orleans,0,72.38751020516935
1981,38049,North Dakota,McHenry,0,72.3835777616707
2466,47139,Tennessee,Polk,0,72.38255013881097
1563,29229,Missouri,Wright,0,72.37616885074362
444,13169,Georgia,Jones,0,72.37334737718638
2469,47145,Tennessee,Roane,0,72.36463184029674
1102,22041,Louisiana,FranklinParish,0,72.36374805995663
347,12107,Florida,Putnam,0,72.36182485874414
2216,42009,Pennsylvania,Bedford,0,72.35892104870749
278,8119,Colorado,Teller,0,72.34461838043507
1491,29081,Missouri,Harrison,0,72.34445311361478
2959,54045,West Virginia,Logan,0,72.34169916842662
108,5051,Arkansas,Garland,0,72.34166219751428
984,21043,Kentucky,Carter,0,72.33872063558248
2856,51119,Virginia,Middlesex,0,72.33407012968173
1914,37117,North Carolina,Martin,0,72.33341424872862
1708,31177,Nebraska,Washington,0,72.33335201894984
310,12035,Florida,Flagler,0,72.33168072422367
1559,29221,Missouri,Washington,0,72.32765893070486
2053,39087,Ohio,Lawrence,0,72.32185592837685
2307,45047,South Carolina,Greenwood,0,72.31394870121515
975,21025,Kentucky,Breathitt,0,72.3090935144269
2043,39067,Ohio,Harrison,0,72.30877849049203
923,20131,Kansas,Nemaha,0,72.30666639367195
3006,55029,Wisconsin,Door,0,72.30632537235807
818,19119,Iowa,Lyon,0,72.3052258832524
245,8055,Colorado,Huerfano,0,72.30437253129358
2423,47053,Tennessee,Gibson,0,72.30179436288428
846,19175,Iowa,Union,0,72.30169880469833
2538,48091,Texas,Comal,0,72.29640513904664
802,19087,Iowa,Henry,0,72.29160550611974
3040,55095,Wisconsin,Polk,0,72.2826650266167
767,19017,Iowa,Bremer,0,72.27897980010609
1717,32007,Nevada,Elko,0,72.27541921436652
2052,39085,Ohio,Lake,0,72.27376411578844
780,19043,Iowa,Clayton,0,72.27362890186183
1369,28001,Mississippi,Adams,0,72.271599061825
1507,29113,Missouri,Lincoln,0,72.27090164821102
647,17167,Illinois,Sangamon,0,72.26683687241035
2849,51109,Virginia,Louisa,0,72.26320368872955
760,19003,Iowa,Adams,0,72.26184973750406
1549,29185,Missouri,St.Clair,0,72.25910523216972
1632,31025,Nebraska,Cass,0,72.25885303280448
1154,23017,Maine,Oxford,0,72.2568953715592
375,13029,Georgia,Bryan,0,72.25383085478474
2139,40083,Oklahoma,Logan,0,72.25382598765208
2170,40145,Oklahoma,Wagoner,0,72.24915680896882
2470,47147,Tennessee,Robertson,0,72.24503786593874
1589,30051,Montana,Liberty,0,72.24312505316699
1485,29069,Missouri,Dunklin,0,72.2414213945713
2260,42097,Pennsylvania,Northumberland,0,72.2322338218859
1467,29033,Missouri,Carroll,0,72.23070478039195
681,18029,Indiana,Dearborn,0,72.22675096696
519,13321,Georgia,Worth,0,72.22570820686266
872,20029,Kansas,Cloud,0,72.22553005432013
2071,39123,Ohio,Ottawa,0,72.2238984624438
1372,28007,Mississippi,Attala,0,72.22310545335841
2666,48349,Texas,Navarro,0,72.21654858401523
1208,26019,Michigan,Benzie,0,72.2163677503598
2333,46009,South Dakota,BonHomme,0,72.21106446897517
2493,48001,Texas,Anderson,0,72.21065263215297
488,13259,Georgia,Stewart,0,72.21014555991549
1013,21101,Kentucky,Henderson,0,72.20973425865701
1451,29001,Missouri,Adair,0,72.20793433271903
256,8075,Colorado,Logan,0,72.20749533211219
1701,31163,Nebraska,Sherman,0,72.20595780059611
1125,22087,Louisiana,St.BernardParish,0,72.2058243707948
2182,41015,Oregon,Curry,0,72.20362694254293
1214,26031,Michigan,Cheboygan,0,72.20207792759483
1003,21081,Kentucky,Grant,0,72.19325501832193
988,21051,Kentucky,Clay,0,72.19029011875116
2263,42103,Pennsylvania,Pike,0,72.19013418231258
3034,55083,Wisconsin,Oconto,0,72.18737934749595
2242,42061,Pennsylvania,Huntingdon,0,72.17453446929215
555,16069,Idaho,NezPerce,0,72.17390549898724
2055,39091,Ohio,Logan,0,72.17196209345346
464,13211,Georgia,Morgan,0,72.17096036416983
138,5111,Arkansas,Poinsett,0,72.16484064665669
166,6017,California,ElDorado,0,72.16387951386129
1482,29063,Missouri,DeKalb,0,72.16334651248675
1994,38075,North Dakota,Renville,0,72.16227106805903
688,18043,Indiana,Floyd,0,72.16199151904482
400,13081,Georgia,Crisp,0,72.16167011481426
2831,51075,Virginia,Goochland,0,72.15918315758194
2421,47049,Tennessee,Fentress,0,72.15474700624152
1875,37037,North Carolina,Chatham,1,72.15365592920938
2028,39037,Ohio,Darke,0,72.15264786301351
1475,29049,Missouri,Clinton,0,72.14871393423675
2280,44003,Rhode Island,Kent,0,72.14126239032677
2972,54071,West Virginia,Pendleton,0,72.14080784264276
338,12089,Florida,Nassau,0,72.1401691692792
705,18077,Indiana,Jefferson,0,72.13965619703502
527,16015,Idaho,Boise,0,72.13310811363426
2617,48249,Texas,JimWells,0,72.13150235870907
812,19107,Iowa,Keokuk,0,72.1287369840371
25,1051,Alabama,Elmore,0,72.12659822103056
1210,26023,Michigan,Branch,0,72.12574599781234
3018,55053,Wisconsin,Jackson,0,72.12549843116497
1640,31041,Nebraska,Custer,0,72.12353294429339
1592,30055,Montana,McCone,0,72.12274647356254
2118,40041,Oklahoma,Delaware,0,72.12206770991556
2014,39009,Ohio,Athens,0,72.12194580676908
114,5063,Arkansas,Independence,0,72.11725374037488
631,17133,Illinois,Monroe,0,72.11710370590221
472,13227,Georgia,Pickens,0,72.11335814806098
735,18137,Indiana,Ripley,0,72.10756751293911
1787,35047,New Mexico,SanMiguel,0,72.10658568703433
1630,31021,Nebraska,Burt,0,72.10177822417462
3023,55063,Wisconsin,LaCrosse,0,72.10073043557158
2322,45077,South Carolina,Pickens,0,72.09874402682763
1732,33005,New Hampshire,Cheshire,0,72.09645683443705
15,1031,Alabama,Coffee,0,72.0907455730434
1541,29181,Missouri,Ripley,0,72.08889569312201
2130,40065,Oklahoma,Jackson,0,72.08620025549448
976,21027,Kentucky,Breckinridge,0,72.08509844041816
701,18069,Indiana,Huntington,0,72.08380904357958
2603,48221,Texas,Hood,0,72.08339961872554
1175,24029,Maryland,Kent,0,72.08089842609678
1233,26069,Michigan,Iosco,0,72.07966343142688
1272,26151,Michigan,Sanilac,0,72.0796612211983
1386,28035,Mississippi,Forrest,0,72.07506313488697
2338,46019,South Dakota,Butte,0,72.0743683410677
1539,29177,Missouri,Ray,0,72.07381184774756
2622,48259,Texas,Kendall,0,72.07342486117228
51,1103,Alabama,Morgan,0,72.0715389652313
2732,48481,Texas,Wharton,0,72.07099012815806
1801,36013,New York,Chautauqua,0,72.06801360731842
2656,48329,Texas,Midland,0,72.06736487895036
1542,29195,Missouri,Saline,0,72.06639376245232
1670,31101,Nebraska,Keith,0,72.06541394301254
2820,51057,Virginia,Essex,0,72.06323454979092
570,17011,Illinois,Bureau,0,72.06268853984645
807,19097,Iowa,Jackson,0,72.06254501032376
2765,49039,Utah,Sanpete,0,72.06109180769931
1868,37023,North Carolina,Burke,0,72.05920312728911
1931,37149,North Carolina,Polk,0,72.0560828267173
966,21007,Kentucky,Ballard,0,72.05432695861779
1031,21137,Kentucky,Lincoln,0,72.04535864717741
1614,30101,Montana,Toole,0,72.03966241702486
1440,28143,Mississippi,Tunica,0,72.03579050426617
605,17081,Illinois,Jefferson,0,72.03209714346305
2181,41013,Oregon,Crook,0,72.03196822576142
779,19041,Iowa,Clay,0,72.03122463074003
885,20055,Kansas,Finney,0,72.03036925472652
2905,53015,Washington,Cowlitz,0,72.02925432167372
790,19063,Iowa,Emmet,0,72.02770090208642
2004,38095,North Dakota,Towner,0,72.02441112225225
2993,55003,Wisconsin,Ashland,0,72.0233702654972
2330,46003,South Dakota,Aurora,0,72.02317540976094
2382,46105,South Dakota,Perkins,0,72.0200856892788
19,1039,Alabama,Covington,0,72.01923308056818
184,6051,California,Mono,0,72.01536787984253
3052,55119,Wisconsin,Taylor,0,72.01411776760386
1453,29005,Missouri,Atchison,0,72.01213271778808
709,18085,Indiana,Kosciusko,0,72.01160131166972
860,20005,Kansas,Atchison,0,72.01045223858074
1730,33001,New Hampshire,Belknap,0,72.00776191951576
2316,45067,South Carolina,Marion,0,72.00631037535669
2123,40051,Oklahoma,Grady,0,72.00438088889688
2297,45027,South Carolina,Clarendon,0,71.99375263427392
1558,29219,Missouri,Warren,0,71.9923711610185
833,19149,Iowa,Plymouth,0,71.99073476326463
2988,54103,West Virginia,Wetzel,0,71.97647170465724
1789,35051,New Mexico,Sierra,0,71.97075542949256
2134,40073,Oklahoma,Kingfisher,0,71.96757473347891
2755,49019,Utah,Grand,0,71.96586782019078
424,13129,Georgia,Gordon,0,71.96425623010778
1942,37171,North Carolina,Surry,0,71.96319703367328
938,20161,Kansas,Riley,0,71.96274730679889
1055,21187,Kentucky,Owen,0,71.96260587593328
762,19007,Iowa,Appanoose,0,71.95976766805546
3014,55045,Wisconsin,Green,0,71.95788861029246
1912,37113,North Carolina,Macon,0,71.95293553194576
1883,37053,North Carolina,Currituck,0,71.94962177842211
1516,29131,Missouri,Miller,0,71.94098058901197
764,19011,Iowa,Benton,0,71.93718829459766
112,5059,Arkansas,HotSpring,0,71.93090588488737
2129,40063,Oklahoma,Hughes,0,71.92715196983991
690,18047,Indiana,Franklin,0,71.92711870405097
2997,55011,Wisconsin,Buffalo,0,71.91402522179817
664,17199,Illinois,Williamson,0,71.91354077292755
419,13119,Georgia,Franklin,0,71.90911280005037
2156,40117,Oklahoma,Pawnee,0,71.90765909687481
1757,34035,New Jersey,Somerset,0,71.90368991820209
1689,31139,Nebraska,Pierce,0,71.90120173076954
2705,48427,Texas,Starr,0,71.8978912715902
1151,23011,Maine,Kennebec,0,71.89590763133405
2153,40111,Oklahoma,Okmulgee,0,71.88679452237942
1140,22117,Louisiana,WashingtonParish,0,71.88674709162947
1463,29025,Missouri,Caldwell,0,71.88657653809224
503,13289,Georgia,Twiggs,0,71.88532854756107
632,17135,Illinois,Montgomery,0,71.88283691326991
1688,31137,Nebraska,Phelps,0,71.87431921621757
2499,48013,Texas,Atascosa,0,71.8736379172673
2132,40069,Oklahoma,Johnston,0,71.8717459233377
2725,48467,Texas,VanZandt,0,71.87057174118424
3025,55067,Wisconsin,Langlade,0,71.87038287152544
2994,55005,Wisconsin,Barron,0,71.86944730429906
2500,48015,Texas,Austin,0,71.86074109748449
1417,28097,Mississippi,Montgomery,0,71.85933313227497
1652,31065,Nebraska,Furnas,0,71.85901533446464
47,1095,Alabama,Marshall,0,71.8582576546789
1341,27119,Minnesota,Polk,0,71.85442032637765
1590,30053,Montana,Lincoln,0,71.85248317334177
1390,28043,Mississippi,Grenada,0,71.84977721503795
1823,36057,New York,Montgomery,0,71.84654097266558
2980,54087,West Virginia,Roane,0,71.8411783558851
1454,29007,Missouri,Audrain,0,71.83907488716564
2195,41041,Oregon,Lincoln,0,71.83827382764832
1976,38039,North Dakota,Griggs,0,71.83532695998474
442,13165,Georgia,Jenkins,0,71.82587512921751
2854,51115,Virginia,Mathews,0,71.81745830230349
101,5037,Arkansas,Cross,0,71.81244791560711
2505,48025,Texas,Bee,0,71.8052764293079
2353,46049,South Dakota,Faulk,0,71.80501491355527
1525,29149,Missouri,Oregon,0,71.80461058508527
1316,27069,Minnesota,Kittson,0,71.8015023194746
963,21001,Kentucky,Adair,0,71.80014966103946
2428,47063,Tennessee,Hamblen,0,71.7986043858662
592,17055,Illinois,Franklin,0,71.79422269608469
209,6101,California,Sutter,0,71.79212949235311
2587,48189,Texas,Hale,0,71.78981574330268
1571,30015,Montana,Chouteau,0,71.7859500481758
428,13137,Georgia,Habersham,0,71.78501788694118
1137,22111,Louisiana,UnionParish,0,71.78334597993174
768,19019,Iowa,Buchanan,0,71.78075703165018
261,8085,Colorado,Montrose,0,71.77638333311471
1064,21205,Kentucky,Rowan,0,71.77622798512549
936,20157,Kansas,Republic,0,71.7755189687523
1906,37099,North Carolina,Jackson,0,71.76637925582428
2397,47001,Tennessee,Anderson,0,71.76469236507552
980,21035,Kentucky,Calloway,0,71.75809973012889
1123,22083,Louisiana,RichlandParish,0,71.75322342578684
514,13311,Georgia,White,0,71.74788232464606
979,21033,Kentucky,Caldwell,0,71.74326969121354
1041,21145,Kentucky,McCracken,0,71.74244753336187
744,18155,Indiana,Switzerland,0,71.72626485810822
2631,48277,Texas,Lamar,0,71.72422801384897
1561,29225,Missouri,Webster,0,71.71781516889551
185,6053,California,Monterey,0,71.71147706546465
1446,28155,Mississippi,Webster,0,71.70898478445416
463,13209,Georgia,Montgomery,0,71.70893561609884
1264,26131,Michigan,Ontonagon,0,71.70708247877168
80,4023,Arizona,SantaCruz,0,71.70702291340591
863,20011,Kansas,Bourbon,0,71.70363992738939
2741,48499,Texas,Wood,0,71.70297561588079
495,13273,Georgia,Terrell,0,71.70287196380693
2089,39159,Ohio,Union,0,71.69616638853601
2736,48489,Texas,Willacy,0,71.69465599861657
1204,26011,Michigan,Arenac,0,71.68883928945424
395,13071,Georgia,Colquitt,0,71.68770505901175
1494,29087,Missouri,Holt,0,71.68643291441633
1927,37141,North Carolina,Pender,0,71.68630710845191
2383,46107,South Dakota,Potter,0,71.68315661715478
366,13011,Georgia,Banks,0,71.6814496257511
2247,42071,Pennsylvania,Lancaster,0,71.68138677012998
473,13229,Georgia,Pierce,0,71.68112280256939
224,8014,Colorado,Broomfield,0,71.67722759951977
378,13035,Georgia,Butts,0,71.6751329732822
2887,51181,Virginia,Surry,0,71.67302883793192
1086,22009,Louisiana,AvoyellesParish,0,71.67259373238655
1881,37049,North Carolina,Craven,0,71.6680896328697
2954,54035,West Virginia,Jackson,0,71.66204044012431
1114,22065,Louisiana,MadisonParish,0,71.65349115367762
1277,26157,Michigan,Tuscola,0,71.6524264833259
74,4012,Arizona,LaPaz,0,71.64609165194533
2881,51171,Virginia,Shenandoah,0,71.63917282518976
2962,54053,West Virginia,Mason,0,71.62968952826044
1044,21163,Kentucky,Meade,0,71.6263459203938
2143,40097,Oklahoma,Mayes,0,71.6247159131562
2835,51083,Virginia,Halifax,0,71.62224839504228
2519,48053,Texas,Burnet,0,71.62134071928993
2769,49045,Utah,Tooele,0,71.62018907487801
2520,48055,Texas,Caldwell,0,71.6201004334883
1714,32001,Nevada,Churchill,0,71.61937628159303
263,8089,Colorado,Otero,0,71.61767447381506
1026,21127,Kentucky,Lawrence,0,71.61736608899825
530,16019,Idaho,Bonneville,0,71.61391261905604
1063,21203,Kentucky,Rockcastle,0,71.6109038044157
1641,31043,Nebraska,Dakota,0,71.60986996788495
222,8011,Colorado,Bent,0,71.60897221883377
575,17021,Illinois,Christian,0,71.60849351921725
2261,42099,Pennsylvania,Perry,0,71.59715981279184
639,17149,Illinois,Pike,0,71.59318427624454
2368,46079,South Dakota,Lake,0,71.59060910530384
2899,53003,Washington,Asotin,0,71.59053887794194
462,13207,Georgia,Monroe,0,71.58836147160515
2488,47181,Tennessee,Wayne,0,71.57764410328508
2403,47013,Tennessee,Campbell,0,71.57693287050309
2060,39101,Ohio,Marion,0,71.57214434710927
918,20121,Kansas,Miami,0,71.57199689909395
1178,24035,Maryland,QueenAnne's,0,71.5718922726624
2496,48007,Texas,Aransas,0,71.57043697105483
877,20039,Kansas,Decatur,0,71.56877735363747
1980,38047,North Dakota,Logan,0,71.56843076555457
2314,45061,South Carolina,Lee,0,71.56457332872573
498,13279,Georgia,Toombs,0,71.56205614415143
1634,31029,Nebraska,Chase,0,71.55957326687748
589,17049,Illinois,Effingham,0,71.55648631972434
1199,26001,Michigan,Alcona,0,71.55646519360018
1993,38073,North Dakota,Ransom,0,71.55046416506707
3071,56015,Wyoming,Goshen,0,71.54940538971634
1650,31061,Nebraska,Franklin,0,71.54891173231817
1805,36021,New York,Columbia,0,71.54660754771606
536,16031,Idaho,Cassia,0,71.54519661643462
232,8029,Colorado,Delta,0,71.54485054451463
1490,29079,Missouri,Grundy,0,71.54296142371365
2361,46065,South Dakota,Hughes,0,71.54182094345198
2441,47089,Tennessee,Jefferson,0,71.54034883224595
619,17115,Illinois,Macon,0,71.54026934907064
1257,26117,Michigan,Montcalm,0,71.5378454500141
854,19191,Iowa,Winneshiek,0,71.53495691812407
2902,53009,Washington,Clallam,0,71.52279852524788
1649,31059,Nebraska,Fillmore,0,71.52252925496232
1784,35041,New Mexico,Roosevelt,0,71.521539914589
2192,41035,Oregon,Klamath,0,71.52137016743737
1667,31095,Nebraska,Jefferson,0,71.52113644687252
121,5077,Arkansas,Lee,0,71.52083327129458
156,5147,Arkansas,Woodruff,0,71.51857320890474
97,5029,Arkansas,Conway,0,71.51811835099919
1990,38067,North Dakota,Pembina,0,71.51641936176509
