,zip code,num_competitor,county,city,state,population
1976,76028,5,Johnson,Burleson,Texas,72493.0
1977,78756,5,Travis,Austin,Texas,9450.0
1978,77521,5,Harris,Baytown,Texas,60703.0
1979,76021,5,Tarrant,Bedford,Texas,35168.0
1980,96768,5,Maui,Makawao,Hawaii,18592.0
1981,78411,5,Nueces,Corpus Christi,Texas,25548.0
1982,76017,5,Tarrant,Arlington,Texas,46312.0
1983,29483,5,Dorchester,Summerville,South Carolina,91630.0
1984,27834,5,Pitt,Greenville,North Carolina,59049.0
1985,96755,5,Hawaii,Kapaau,Hawaii,3206.0
1986,77498,5,Fort Bend,Sugar Land,Texas,52950.0
1987,7047,5,Hudson,North Bergen,New Jersey,61181.0
1988,73112,5,Oklahoma,Oklahoma City,Oklahoma,33901.0
1989,27106,5,Forsyth,Winston Salem,North Carolina,47332.0
1990,78255,5,Bexar,San Antonio,Texas,15064.0
1991,27607,5,Wake,Raleigh,North Carolina,29005.0
1992,77598,5,Harris,Webster,Texas,26513.0
1993,23666,5,Hampton,Hampton,Virginia,52119.0
1994,77080,5,Harris,Houston,Texas,45254.0
1995,79109,5,Randall,Amarillo,Texas,43652.0
1996,78233,5,Bexar,San Antonio,Texas,48060.0
1997,10941,5,Orange,Middletown,New York,13384.0
1998,22015,5,Fairfax,Burke,Virginia,45028.0
1999,77083,5,Harris,Houston,Texas,78240.0
2000,77084,5,Harris,Houston,Texas,108161.0
2001,78247,5,Bexar,San Antonio,Texas,53597.0
2002,29577,5,Horry,Myrtle Beach,South Carolina,32858.0
2003,70458,5,St. Tammany,Slidell,Louisiana,37164.0
2004,76051,5,Tarrant,Grapevine,Texas,54130.0
2005,78254,5,Bexar,San Antonio,Texas,61141.0
2006,76017,5,Tarrant,Arlington,Texas,46312.0
2007,76015,5,Tarrant,Arlington,Texas,17773.0
2008,76015,5,Tarrant,Arlington,Texas,17773.0
2009,4609,5,Hancock,Bar Harbor,Maine,5527.0
2010,78550,5,Cameron,Harlingen,Texas,52022.0
2011,10708,5,Westchester,Bronxville,New York,22212.0
2012,77469,5,Fort Bend,Richmond,Texas,57011.0
2013,94612,5,Alameda,Oakland,California,16203.0
2014,72401,5,Craighead,Jonesboro,Arkansas,59098.0
2015,24018,5,Roanoke,Roanoke,Virginia,38063.0
2016,7087,5,Hudson,Union City,New Jersey,68121.0
2017,10704,5,Westchester,Yonkers,New York,31110.0
2018,77407,5,Fort Bend,Richmond,Texas,61382.0
2019,752,5,0,0,0,0.0
2020,77407,5,Fort Bend,Richmond,Texas,61382.0
2021,22314,5,Alexandria,Alexandria,Virginia,35208.0
2022,0,5,0,0,0,0.0
2023,7208,5,Union,Elizabeth,New Jersey,32319.0
2024,7866,5,Morris,Rockaway,New Jersey,22651.0
2025,25303,5,Kanawha,South Charleston,West Virginia,6764.0
2026,25303,5,Kanawha,South Charleston,West Virginia,6764.0
2027,77469,5,Fort Bend,Richmond,Texas,57011.0
2028,72764,5,Washington,Springdale,Arkansas,57561.0
2029,76011,5,Tarrant,Arlington,Texas,22878.0
2030,76011,5,Tarrant,Arlington,Texas,22878.0
2031,7728,5,Monmouth,Freehold,New Jersey,55598.0
2032,78414,5,Nueces,Corpus Christi,Texas,44014.0
2033,77477,5,Fort Bend,Stafford,Texas,35496.0
2034,78746,5,Travis,Austin,Texas,27671.0
2035,77340,5,Walker,Huntsville,Texas,31404.0
2036,29306,5,Spartanburg,Spartanburg,South Carolina,17388.0
2037,78738,5,Travis,Austin,Texas,15090.0
2038,75204,5,Dallas,Dallas,Texas,32032.0
2039,94606,5,Alameda,Oakland,California,37640.0
2040,75204,5,Dallas,Dallas,Texas,32032.0
2041,0,5,0,0,0,0.0
2042,78520,5,Cameron,Brownsville,Texas,59388.0
2043,78232,5,Bexar,San Antonio,Texas,39638.0
2044,96713,5,Maui,Hana,Hawaii,1079.0
2045,29687,5,Greenville,Taylors,South Carolina,41098.0
2046,77706,5,Jefferson,Beaumont,Texas,29707.0
2047,78154,5,Bexar,Schertz,Texas,41171.0
2048,77802,5,Brazos,Bryan,Texas,25257.0
2049,95382,5,Stanislaus,Turlock,California,38029.0
2050,21702,5,Frederick,Frederick,Maryland,41729.0
2051,95037,5,Santa Clara,Morgan Hill,California,51968.0
2052,79762,5,Ector,Odessa,Texas,45474.0
2053,79902,5,El Paso,El Paso,Texas,20752.0
2054,95833,5,Sacramento,Sacramento,California,40380.0
2055,27587,5,Wake,Wake Forest,North Carolina,73345.0
2056,94541,5,Alameda,Hayward,California,66182.0
2057,79902,5,El Paso,El Paso,Texas,20752.0
2058,94555,5,Alameda,Fremont,California,38017.0
2059,6854,5,Fairfield,Norwalk,Connecticut,29895.0
2060,74075,5,Payne,Stillwater,Oklahoma,27347.0
2061,750,5,0,0,0,0.0
2062,78212,5,Bexar,San Antonio,Texas,27940.0
2063,75042,5,Dallas,Garland,Texas,37458.0
2064,7002,5,Hudson,Bayonne,New Jersey,65112.0
2065,29841,5,Aiken,North Augusta,South Carolina,32989.0
2066,23606,5,Newport News,Newport News,Virginia,28222.0
2067,75044,5,Dallas,Garland,Texas,45284.0
2068,23294,5,Henrico,Henrico,Virginia,18493.0
2069,95111,5,Santa Clara,San Jose,California,61183.0
2070,70005,5,Jefferson,Metairie,Louisiana,24897.0
2071,70003,5,Jefferson,Metairie,Louisiana,38068.0
2072,75052,5,Dallas,Grand Prairie,Texas,94060.0
2073,79938,5,El Paso,El Paso,Texas,83326.0
2074,78209,5,Bexar,San Antonio,Texas,44706.0
2075,75052,5,Dallas,Grand Prairie,Texas,94060.0
2076,21704,5,Frederick,Frederick,Maryland,16478.0
2077,77005,5,Harris,Houston,Texas,29022.0
2078,76244,5,Tarrant,Keller,Texas,78815.0
2079,77064,5,Harris,Houston,Texas,49042.0
2080,95828,5,Sacramento,Sacramento,California,59139.0
2081,95128,5,Santa Clara,San Jose,California,35986.0
2082,95828,5,Sacramento,Sacramento,California,59139.0
2083,68504,5,Lancaster,Lincoln,Nebraska,16808.0
2084,77056,5,Harris,Houston,Texas,22155.0
2085,27603,5,Wake,Raleigh,North Carolina,56826.0
2086,73505,5,Comanche,Lawton,Oklahoma,49994.0
2087,7018,5,Essex,East Orange,New Jersey,28680.0
2088,95833,5,Sacramento,Sacramento,California,40380.0
2089,75087,5,Rockwall,Rockwall,Texas,36718.0
2090,27519,5,Wake,Cary,North Carolina,58178.0
2091,77627,5,Jefferson,Nederland,Texas,20969.0
2092,95991,5,Sutter,Yuba City,California,40749.0
2093,95814,4,Sacramento,Sacramento,California,12551.0
2094,90602,4,Los Angeles,Whittier,California,25426.0
2095,98682,4,Clark,Vancouver,Washington,63768.0
2096,44136,4,Cuyahoga,Strongsville,Ohio,25024.0
2097,450,4,0,0,0,0.0
2098,45013,4,Butler,Hamilton,Ohio,54440.0
2099,77389,4,Harris,Spring,Texas,39907.0
2100,45066,4,Warren,Springboro,Ohio,25245.0
2101,7666,4,Bergen,Teaneck,New Jersey,40461.0
2102,95811,4,Sacramento,Sacramento,California,6878.0
2103,44122,4,Cuyahoga,Beachwood,Ohio,33163.0
2104,0,4,0,0,0,0.0
2105,90807,4,Los Angeles,Long Beach,California,32699.0
2106,90401,4,Los Angeles,Santa Monica,California,7079.0
2107,78109,4,Bexar,Converse,Texas,39424.0
2108,8869,4,Somerset,Raritan,New Jersey,7833.0
2109,2141,4,Middlesex,Cambridge,Massachusetts,14437.0
2110,7746,4,Monmouth,Marlboro,New Jersey,18164.0
2111,90710,4,Los Angeles,Harbor City,California,28566.0
2112,77459,4,Fort Bend,Missouri City,Texas,76662.0
2113,98391,4,Pierce,Bonney Lake,Washington,52686.0
2114,986,4,0,0,0,0.0
2115,2144,4,Middlesex,Somerville,Massachusetts,25009.0
2116,95814,4,Sacramento,Sacramento,California,12551.0
2117,90292,4,Los Angeles,Marina Del Rey,California,23931.0
2118,44512,4,Mahoning,Youngstown,Ohio,32096.0
2119,90720,4,Orange,Los Alamitos,California,22998.0
2120,95110,4,Santa Clara,San Jose,California,20004.0
2121,2142,4,Middlesex,Cambridge,Massachusetts,4074.0
2122,8857,4,Middlesex,Old Bridge,New Jersey,39601.0
2123,90740,4,Orange,Seal Beach,California,24288.0
2124,44601,4,Stark,Alliance,Ohio,34302.0
2125,78041,4,Webb,Laredo,Texas,47207.0
2126,90606,4,Los Angeles,Whittier,California,32631.0
2127,98404,4,Pierce,Tacoma,Washington,36749.0
2128,90604,4,Los Angeles,Whittier,California,40545.0
2129,2453,4,Middlesex,Waltham,Massachusetts,29289.0
2130,90250,4,Los Angeles,Hawthorne,California,95115.0
2131,90291,4,Los Angeles,Venice,California,27556.0
2132,90278,4,Los Angeles,Redondo Beach,California,40090.0
2133,46041,4,Clinton,Frankfort,Indiana,22043.0
2134,75077,4,Denton,Lewisville,Texas,38764.0
2135,75165,4,Ellis,Waxahachie,Texas,44571.0
2136,2184,4,Norfolk,Braintree,Massachusetts,37196.0
2137,98903,4,Yakima,Yakima,Washington,15404.0
2138,77657,4,Hardin,Lumberton,Texas,21323.0
2139,46142,4,Johnson,Greenwood,Indiana,32162.0
2140,46143,4,Johnson,Greenwood,Indiana,55965.0
2141,90065,4,Los Angeles,Los Angeles,California,47389.0
2142,95822,4,Sacramento,Sacramento,California,45123.0
2143,6051,4,Hartford,New Britain,Connecticut,30618.0
2144,92880,4,Riverside,Corona,California,72614.0
2145,90039,4,Los Angeles,Los Angeles,California,29966.0
2146,2368,4,Norfolk,Randolph,Massachusetts,34214.0
2147,90034,4,Los Angeles,Los Angeles,California,56416.0
2148,46219,4,Marion,Indianapolis,Indiana,37192.0
2149,90033,4,Los Angeles,Los Angeles,California,49695.0
2150,46237,4,Marion,Indianapolis,Indiana,37026.0
2151,462,4,0,0,0,0.0
2152,2445,4,Norfolk,Brookline,Massachusetts,20520.0
2153,46254,4,Marion,Indianapolis,Indiana,40206.0
2154,77587,4,Harris,South Houston,Texas,17162.0
2155,750,4,0,0,0,0.0
2156,95148,4,Santa Clara,San Jose,California,48629.0
2157,75165,4,Ellis,Waxahachie,Texas,44571.0
2158,89131,4,Clark,Las Vegas,Nevada,51862.0
2159,47201,4,Bartholomew,Columbus,Indiana,47081.0
2160,93012,4,Ventura,Camarillo,California,35726.0
2161,90266,4,Los Angeles,Manhattan Beach,California,35064.0
2162,92835,4,Orange,Fullerton,California,26115.0
2163,45373,4,Miami,Troy,Ohio,35913.0
2164,2169,4,Norfolk,Quincy,Massachusetts,56999.0
2165,8904,4,Middlesex,Highland Park,New Jersey,13803.0
2166,89052,4,Clark,Henderson,Nevada,56242.0
2167,45431,4,Greene,Dayton,Ohio,27145.0
2168,6067,4,Hartford,Rocky Hill,Connecticut,20147.0
2169,45458,4,Montgomery,Dayton,Ohio,32515.0
2170,89110,4,Clark,Las Vegas,Nevada,70865.0
2171,89129,4,Clark,Las Vegas,Nevada,56770.0
2172,77845,4,Brazos,College Station,Texas,68757.0
2173,77833,4,Washington,Brenham,Texas,28507.0
2174,77803,4,Brazos,Bryan,Texas,34026.0
2175,45459,4,Montgomery,Dayton,Ohio,26397.0
2176,77502,4,Harris,Pasadena,Texas,38117.0
2177,465,4,0,0,0,0.0
2178,95819,4,Sacramento,Sacramento,California,20379.0
2179,90241,4,Los Angeles,Downey,California,42759.0
2180,95819,4,Sacramento,Sacramento,California,20379.0
2181,92706,4,Orange,Santa Ana,California,39080.0
2182,95822,4,Sacramento,Sacramento,California,45123.0
2183,43209,4,Franklin,Columbus,Ohio,29013.0
2184,44107,4,Cuyahoga,Lakewood,Ohio,50092.0
2185,77065,4,Harris,Houston,Texas,39951.0
2186,77074,4,Harris,Houston,Texas,40891.0
2187,99701,4,Yukon-Koyukuk,Fairbanks,Alaska,16578.0
2188,5408,4,Chittenden,Burlington,Vermont,9430.0
2189,77068,4,Harris,Houston,Texas,10837.0
2190,37221,4,Davidson,Nashville,Tennessee,41736.0
2191,92782,4,Orange,Tustin,California,23166.0
2192,92336,4,San Bernardino,Fontana,California,98731.0
2193,92211,4,Riverside,Palm Desert,California,25530.0
2194,37205,4,Davidson,Nashville,Tennessee,23680.0
2195,37174,4,Maury,Spring Hill,Tennessee,38793.0
2196,37115,4,Davidson,Madison,Tennessee,39573.0
2197,37076,4,Davidson,Hermitage,Tennessee,38647.0
2198,76108,4,Tarrant,Fort Worth,Texas,42902.0
2199,76108,4,Tarrant,Fort Worth,Texas,42902.0
2200,92223,4,Riverside,Beaumont,California,56925.0
2201,77075,4,Harris,Houston,Texas,46588.0
2202,76111,4,Tarrant,Fort Worth,Texas,22567.0
2203,92130,4,San Diego,San Diego,California,56741.0
2204,38104,4,Shelby,Memphis,Tennessee,23812.0
2205,38053,4,Shelby,Millington,Tennessee,25816.0
2206,92118,4,San Diego,Coronado,California,23426.0
2207,92120,4,San Diego,San Diego,California,29764.0
2208,92129,4,San Diego,San Diego,California,56608.0
2209,37919,4,Knox,Knoxville,Tennessee,29637.0
2210,37919,4,Knox,Knoxville,Tennessee,29637.0
2211,92154,4,San Diego,San Diego,California,89886.0
2212,37660,4,Sullivan,Kingsport,Tennessee,39638.0
2213,77081,4,Harris,Houston,Texas,51781.0
2214,37620,4,Sullivan,Bristol,Tennessee,37760.0
2215,37615,4,Washington,Johnson City,Tennessee,22064.0
2216,37604,4,Washington,Johnson City,Tennessee,36203.0
2217,37421,4,Hamilton,Chattanooga,Tennessee,53050.0
2218,37064,4,Williamson,Franklin,Tennessee,60272.0
2219,12,4,0,0,0,0.0
2220,90808,4,Los Angeles,Long Beach,California,39602.0
2221,34786,4,Orange,Windermere,Florida,46044.0
2222,35226,4,Jefferson,Birmingham,Alabama,35256.0
2223,95376,4,San Joaquin,Tracy,California,55296.0
2224,35205,4,Jefferson,Birmingham,Alabama,20145.0
2225,34953,4,St. Lucie,Port Saint Lucie,Florida,72636.0
2226,76226,4,Denton,Argyle,Texas,29240.0
2227,0,4,0,0,0,0.0
2228,34769,4,Osceola,Saint Cloud,Florida,25524.0
2229,92614,4,Orange,Irvine,California,27471.0
2230,34761,4,Orange,Ocoee,Florida,45749.0
2231,92656,4,Orange,Aliso Viejo,California,51940.0
2232,92675,4,Orange,San Juan Capistrano,California,39827.0
2233,34689,4,Pinellas,Tarpon Springs,Florida,27428.0
2234,92677,4,Orange,Laguna Niguel,California,65508.0
2235,76502,4,Bell,Temple,Texas,42946.0
2236,35233,4,Jefferson,Birmingham,Alabama,2244.0
2237,92610,4,Orange,Foothill Ranch,California,17002.0
2238,76111,4,Tarrant,Fort Worth,Texas,22567.0
2239,92551,4,Riverside,Moreno Valley,California,34441.0
2240,36695,4,Mobile,Mobile,Alabama,52524.0
2241,92506,4,Riverside,Riverside,California,45699.0
2242,77043,4,Harris,Houston,Texas,24957.0
2243,77027,4,Harris,Houston,Texas,19171.0
2244,76132,4,Tarrant,Fort Worth,Texas,26265.0
2245,36528,4,Mobile,Dauphin Island,Alabama,1610.0
2246,77024,4,Harris,Houston,Texas,38723.0
2247,77006,4,Harris,Houston,Texas,21938.0
2248,92585,4,Riverside,Menifee,California,23868.0
2249,92590,4,Riverside,Temecula,California,5215.0
2250,76137,4,Tarrant,Fort Worth,Texas,59983.0
2251,77008,4,Harris,Houston,Texas,36248.0
2252,92603,4,Orange,Irvine,California,20183.0
2253,76148,4,Tarrant,Fort Worth,Texas,23679.0
2254,38111,4,Shelby,Memphis,Tennessee,42146.0
2255,92113,4,San Diego,San Diego,California,58231.0
2256,16,4,0,0,0,0.0
2257,430,4,0,0,0,0.0
2258,43229,4,Franklin,Columbus,Ohio,56760.0
2259,91307,4,Los Angeles,West Hills,California,25794.0
2260,75409,4,Collin,Anna,Texas,16750.0
2261,95695,4,Yolo,Woodland,California,40340.0
2262,750,4,0,0,0,0.0
2263,75703,4,Smith,Tyler,Texas,42955.0
2264,91351,4,Los Angeles,Canyon Country,California,30746.0
2265,43232,4,Franklin,Columbus,Ohio,46914.0
2266,95677,4,Placer,Rocklin,California,26872.0
2267,91352,4,Los Angeles,Sun Valley,California,46027.0
2268,91354,4,Los Angeles,Valencia,California,33039.0
2269,91367,4,Los Angeles,Woodland Hills,California,45074.0
2270,91381,4,Los Angeles,Stevenson Ranch,California,19675.0
2271,91387,4,Los Angeles,Canyon Country,California,41145.0
2272,91306,4,Los Angeles,Winnetka,California,50319.0
2273,91214,4,Los Angeles,La Crescenta,California,31668.0
2274,99337,4,Benton,Kennewick,Washington,32080.0
2275,91011,4,Los Angeles,La Canada Flintridge,California,20174.0
2276,98908,4,Yakima,Yakima,Washington,37004.0
2277,95811,4,Sacramento,Sacramento,California,6878.0
2278,95776,4,Yolo,Woodland,California,24311.0
2279,77385,4,Montgomery,Conroe,Texas,24619.0
2280,77384,4,Montgomery,Conroe,Texas,19171.0
2281,99019,4,Spokane,Liberty Lake,Washington,12244.0
2282,75226,4,Dallas,Dallas,Texas,4774.0
2283,77375,4,Harris,Tomball,Texas,60115.0
2284,75226,4,Dallas,Dallas,Texas,4774.0
2285,75231,4,Dallas,Dallas,Texas,40987.0
2286,6037,4,Hartford,Berlin,Connecticut,18828.0
2287,91201,4,Los Angeles,Glendale,California,22786.0
2288,77384,4,Montgomery,Conroe,Texas,19171.0
2289,432,4,0,0,0,0.0
2290,95677,4,Placer,Rocklin,California,26872.0
2291,99201,4,Spokane,Spokane,Washington,13256.0
2292,99202,4,Spokane,Spokane,Washington,21488.0
2293,39047,4,Rankin,Brandon,Mississippi,40496.0
2294,39531,4,Harrison,Biloxi,Mississippi,16892.0
2295,95336,4,San Joaquin,Manteca,California,47243.0
2296,92011,4,San Diego,Carlsbad,California,24843.0
2297,39232,4,Rankin,Flowood,Mississippi,8179.0
2298,92014,4,San Diego,Del Mar,California,13133.0
2299,391,4,0,0,0,0.0
2300,39042,4,Rankin,Brandon,Mississippi,36793.0
2301,91423,4,Los Angeles,Sherman Oaks,California,32968.0
2302,92037,4,San Diego,La Jolla,California,38261.0
2303,92057,4,San Diego,Oceanside,California,59190.0
2304,38401,4,Maury,Columbia,Tennessee,64822.0
2305,38372,4,Hardin,Savannah,Tennessee,17192.0
2306,38138,4,Shelby,Germantown,Tennessee,24143.0
2307,77087,4,Harris,Houston,Texas,37703.0
2308,91902,4,San Diego,Bonita,California,17760.0
2309,39573,4,Stone,Perkinston,Mississippi,8476.0
2310,40059,4,Oldham,Prospect,Kentucky,20869.0
2311,91775,4,Los Angeles,San Gabriel,California,24517.0
2312,91768,4,Los Angeles,Pomona,California,35634.0
2313,0,4,0,0,0,0.0
2314,95336,4,San Joaquin,Manteca,California,47243.0
2315,91701,4,San Bernardino,Rancho Cucamonga,California,39954.0
2316,91607,4,Los Angeles,Valley Village,California,31039.0
2317,7712,4,Monmouth,Asbury Park,New Jersey,38228.0
2318,95304,4,San Joaquin,Tracy,California,15533.0
2319,91605,4,Los Angeles,North Hollywood,California,52345.0
2320,99208,4,Spokane,Spokane,Washington,55092.0
2321,40509,4,Fayette,Lexington,Kentucky,42432.0
2322,95304,4,San Joaquin,Tracy,California,15533.0
2323,773,4,Luquillo,Luquillo,Puerto Rico,17924.0
2324,99205,4,Spokane,Spokane,Washington,43707.0
2325,8823,4,Somerset,Franklin Park,New Jersey,8324.0
2326,86429,4,Mohave,Bullhead City,Arizona,8415.0
2327,75009,4,Collin,Celina,Texas,15348.0
2328,2842,4,Newport,Middletown,Rhode Island,15931.0
2329,83704,4,Ada,Boise,Idaho,40071.0
2330,83709,4,Ada,Boise,Idaho,60449.0
2331,83713,4,Ada,Boise,Idaho,28806.0
2332,83714,4,Ada,Garden City,Idaho,24351.0
2333,78756,4,Travis,Austin,Texas,9450.0
2334,60804,4,Cook,Cicero,Illinois,81505.0
2335,70,4,0,0,0,0.0
2336,60712,4,Cook,Lincolnwood,Illinois,12338.0
2337,84005,4,Utah,Eagle Mountain,Utah,34422.0
2338,84009,4,Salt Lake,South Jordan,Utah,
2339,3063,4,Hillsborough,Nashua,New Hampshire,16126.0
2340,606,4,Maricao,Maricao,Puerto Rico,6231.0
2341,78751,4,Travis,Austin,Texas,16138.0
2342,96762,4,Honolulu,Laie,Hawaii,6504.0
2343,6437,4,New Haven,Guilford,Connecticut,22164.0
2344,70461,4,St. Tammany,Slidell,Louisiana,32900.0
2345,61,4,0,0,0,0.0
2346,93041,4,Ventura,Port Hueneme,California,24102.0
2347,61265,4,Rock Island,Moline,Illinois,42746.0
2348,630,4,0,0,0,0.0
2349,62526,4,Macon,Decatur,Illinois,30627.0
2350,83,4,0,0,0,0.0
2351,834,4,0,0,0,0.0
2352,62521,4,Macon,Decatur,Illinois,34716.0
2353,7901,4,Union,Summit,New Jersey,23552.0
2354,78852,4,Maverick,Eagle Pass,Texas,57160.0
2355,78759,4,Travis,Austin,Texas,45901.0
2356,78757,4,Travis,Austin,Texas,26485.0
2357,61761,4,McLean,Normal,Illinois,55198.0
2358,61704,4,McLean,Bloomington,Illinois,36704.0
2359,61701,4,McLean,Bloomington,Illinois,35411.0
2360,61611,4,Tazewell,East Peoria,Illinois,24235.0
2361,61606,4,Peoria,Peoria,Illinois,8317.0
2362,83687,4,Canyon,Nampa,Idaho,34377.0
2363,84015,4,Davis,Clearfield,Utah,67245.0
2364,96754,4,Kauai,Kilauea,Hawaii,3500.0
2365,0,4,0,0,0,0.0
2366,606,4,Maricao,Maricao,Puerto Rico,6231.0
2367,70808,4,East Baton Rouge,Baton Rouge,Louisiana,36576.0
2368,84111,4,Salt Lake,Salt Lake City,Utah,13030.0
2369,60447,4,Kendall,Minooka,Illinois,13907.0
2370,0,4,0,0,0,0.0
2371,70815,4,East Baton Rouge,Baton Rouge,Louisiana,30124.0
2372,60304,4,Cook,Oak Park,Illinois,17536.0
2373,60301,4,Cook,Oak Park,Illinois,2998.0
2374,841,4,0,0,0,0.0
2375,60193,4,Cook,Schaumburg,Illinois,38884.0
2376,60188,4,DuPage,Carol Stream,Illinois,41472.0
2377,60177,4,Kane,South Elgin,Illinois,23097.0
2378,60169,4,Cook,Hoffman Estates,Illinois,33162.0
2379,84123,4,Salt Lake,Salt Lake City,Utah,38082.0
2380,975,4,0,0,0,0.0
2381,60134,4,Kane,Geneva,Illinois,29022.0
2382,60515,4,DuPage,Downers Grove,Illinois,27978.0
2383,78738,4,Travis,Austin,Texas,15090.0
2384,60534,4,Cook,Lyons,Illinois,10321.0
2385,60603,4,Cook,Chicago,Illinois,1186.0
2386,84043,4,Utah,Lehi,Utah,67436.0
2387,94061,4,San Mateo,Redwood City,California,38158.0
2388,84057,4,Utah,Orem,Utah,40565.0
2389,84058,4,Utah,Orem,Utah,42952.0
2390,94044,4,San Mateo,Pacifica,California,38677.0
2391,70,4,0,0,0,0.0
2392,60602,4,Cook,Chicago,Illinois,1596.0
2393,84097,4,Utah,Orem,Utah,22994.0
2394,78750,4,Travis,Austin,Texas,33860.0
2395,60565,4,DuPage,Naperville,Illinois,39261.0
2396,70767,4,West Baton Rouge,Port Allen,Louisiana,15675.0
2397,70791,4,East Baton Rouge,Zachary,Louisiana,27365.0
2398,60561,4,DuPage,Darien,Illinois,22674.0
2399,84095,4,Salt Lake,South Jordan,Utah,73808.0
2400,8247,4,Cape May,Stone Harbor,New Jersey,960.0
2401,63017,4,St. Louis,Chesterfield,Missouri,41344.0
2402,94114,4,San Francisco,San Francisco,California,35077.0
2403,6489,4,Hartford,Southington,Connecticut,33020.0
2404,97089,4,Clackamas,Damascus,Oregon,13777.0
2405,97113,4,Washington,Cornelius,Oregon,14689.0
2406,70001,4,Jefferson,Metairie,Louisiana,38103.0
2407,6614,4,Fairfield,Stratford,Connecticut,33481.0
2408,66044,4,Douglas,Lawrence,Kansas,28867.0
2409,97132,4,Yamhill,Newberg,Oregon,29851.0
2410,80246,4,Denver,Denver,Colorado,13277.0
2411,6615,4,Fairfield,Stratford,Connecticut,18501.0
2412,97203,4,Multnomah,Portland,Oregon,34759.0
2413,65201,4,Boone,Columbia,Missouri,47215.0
2414,8033,4,Camden,Haddonfield,New Jersey,15883.0
2415,6511,4,New Haven,New Haven,Connecticut,53859.0
2416,8048,4,Burlington,Lumberton,New Jersey,12179.0
2417,70043,4,St. Bernard,Chalmette,Louisiana,23111.0
2418,67,4,0,0,0,0.0
2419,79938,4,El Paso,El Paso,Texas,83326.0
2420,94544,4,Alameda,Hayward,California,78333.0
2421,66223,4,Johnson,Overland Park,Kansas,26639.0
2422,97035,4,Clackamas,Lake Oswego,Oregon,26721.0
2423,96929,4,Guam,Yigo,Guam,
2424,6811,4,Fairfield,Danbury,Connecticut,31887.0
2425,2907,4,Providence,Providence,Rhode Island,31277.0
2426,68506,4,Lancaster,Lincoln,Nebraska,28161.0
2427,6605,4,Fairfield,Bridgeport,Connecticut,24541.0
2428,29,4,0,0,0,0.0
2429,68516,4,Lancaster,Lincoln,Nebraska,46626.0
2430,97071,4,Marion,Woodburn,Oregon,31034.0
2431,97051,4,Columbia,Saint Helens,Oregon,17126.0
2432,68521,4,Lancaster,Lincoln,Nebraska,36166.0
2433,80134,4,Douglas,Parker,Colorado,71112.0
2434,970,4,0,0,0,0.0
2435,6518,4,New Haven,Hamden,Connecticut,19357.0
2436,800,4,0,0,0,0.0
2437,6514,4,New Haven,Hamden,Connecticut,27159.0
2438,94551,4,Alameda,Livermore,California,48151.0
2439,63116,4,St. Louis,Saint Louis,Missouri,43980.0
2440,80521,4,Larimer,Fort Collins,Colorado,37796.0
2441,6477,4,New Haven,Orange,Connecticut,13928.0
2442,97305,4,Marion,Salem,Oregon,44536.0
2443,81501,4,Mesa,Grand Junction,Colorado,23717.0
2444,63376,4,St. Charles,Saint Peters,Missouri,75031.0
2445,63304,4,St. Charles,Saint Charles,Missouri,42586.0
2446,63303,4,St. Charles,Saint Charles,Missouri,47897.0
2447,7032,4,Hudson,Kearny,New Jersey,41147.0
2448,79416,4,Lubbock,Lubbock,Texas,34628.0
2449,94124,4,San Francisco,San Francisco,California,36278.0
2450,63125,4,St. Louis,Saint Louis,Missouri,33619.0
2451,79415,4,Lubbock,Lubbock,Texas,17894.0
2452,945,4,0,0,0,0.0
2453,63119,4,St. Louis,Saint Louis,Missouri,33752.0
2454,94590,4,Solano,Vallejo,California,37378.0
2455,63118,4,St. Louis,Saint Louis,Missouri,27805.0
2456,7016,4,Union,Cranford,New Jersey,24036.0
2457,8109,4,Camden,Merchantville,New Jersey,22741.0
2458,70129,4,Orleans,New Orleans,Louisiana,9892.0
2459,64116,4,Clay,Kansas City,Missouri,16556.0
2460,97218,4,Multnomah,Portland,Oregon,14666.0
2461,97222,4,Clackamas,Portland,Oregon,36904.0
2462,6484,4,Fairfield,Shelton,Connecticut,41162.0
2463,8077,4,Burlington,Riverton,New Jersey,19120.0
2464,8081,4,Camden,Sicklerville,New Jersey,50246.0
2465,64118,4,Clay,Kansas City,Missouri,43649.0
2466,8091,4,Camden,West Berlin,New Jersey,5647.0
2467,8108,4,Camden,Collingswood,New Jersey,18004.0
2468,94579,4,Alameda,San Leandro,California,21541.0
2469,97236,4,Multnomah,Portland,Oregon,39669.0
2470,80922,4,El Paso,Colorado Springs,Colorado,29598.0
2471,94580,4,Alameda,San Lorenzo,California,29661.0
2472,70124,4,Orleans,New Orleans,Louisiana,19362.0
2473,94134,4,San Francisco,San Francisco,California,43286.0
2474,601,4,Adjuntas,Adjuntas,Puerto Rico,16773.0
2475,97526,4,Josephine,Grants Pass,Oregon,35302.0
2476,84129,4,Salt Lake,Salt Lake City,Utah,
2477,98271,4,Snohomish,Marysville,Washington,28473.0
2478,49424,4,Ottawa,Holland,Michigan,47997.0
2479,73162,4,Oklahoma,Oklahoma City,Oklahoma,28818.0
2480,6103,4,Hartford,Hartford,Connecticut,1883.0
2481,98178,4,King,Seattle,Washington,26507.0
2482,49048,4,Kalamazoo,Kalamazoo,Michigan,24279.0
